"","filter","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_PF_MC_RCG_1_pos_20210511_Run78.mzML","GF_PF_MC_RCG_2_pos_20210511_Run96.mzML","GF_PF_MC_RCG_3_pos_20210511_Run197.mzML"
"7699/244.1541mz/4.86min",489586.09,226970.39,151355.75,298156.38,688070.44,707724.94,681015.8
"7701/291.1563mz/4.87min",106729.695,98741.516,94869.77,113153.46,100305.93,157332.86,195115.31
"7705/251.1639mz/4.87min",383755.435,223203.67,142005.52,206090.08,593159.8,544307.2,562851.2
"7709/635.3069mz/4.88min",119498.49,434405.88,192505.42,520233.38,46491.56,11298.716,30237.594
"7712/278.1384mz/4.88min",384928.375,134157.89,109020.06,243903,525953.75,592869.25,581062.3
"7717/313.237mz/4.88min",1667810.25,1405823.4,624056.94,1457556.1,2173627.8,1878064.4,1945633.4
"7718/200.1644mz/4.88min",445375.08,184709.39,130789.625,290252.06,671916.44,957418.06,600498.1
"7719/592.4062mz/4.88min",756313.63,884768.75,646939.2,858153.56,955989.94,654473.7,123799.88
"7725/313.248mz/4.89min",319011.24,176985.23,124307.086,203078.08,756189.3,931201.56,434944.4
"7730/413.7387mz/4.9min",112994.796,225343.16,188324.66,274569.4,37664.932,37664.932,37664.932
"7733/557.2965mz/4.91min",1178499.02,463715.25,296280.2,527841.44,2231165.5,1917175.1,1829156.6
"7735/642.3488mz/4.91min",310696.445,233657.86,122479.7,387735.03,642290.8,574163.6,197920.9
"7736/579.2784mz/4.91min",502673.16,134348.17,127520.95,194664.92,812719.44,810681.4,986651.9
"7737/511.2548mz/4.91min",171759.585,128171.625,52010.902,201558.19,485455.53,455961.47,141960.98
"7738/495.3536mz/4.91min",274394.025,636089.9,449833.5,617675.06,98954.55,62512.336,12502.4672
"7741/483.2596mz/4.92min",290202.17,709270.2,514129.88,664998.5,40996.59,66274.46,8199.318
"7742/403.2011mz/4.91min",1536518.05,1481751.9,1014173.8,1382522.8,2294666.8,2015836.5,1591284.2
"7743/152.1069mz/4.92min",260219.52,248029.98,158881.23,216195.77,400458.53,363860.78,272409.06
"7744/425.1829mz/4.92min",533681.85,427704.62,487257,461223.66,580106.7,587821.4,622191.1
"7745/385.1905mz/4.92min",252752.78,252119.5,164405.14,227701.86,400317.28,345099.5,253386.06
"7747/279.2315mz/4.91min",551430.38,638463.4,476206.16,468267.38,626654.6,431024.28,1091532.5
"7750/479.2754mz/4.93min",391812.78,818895.75,653021.3,862662,130604.26,130604.26,130604.26
"7755/386.2069mz/4.94min",523315.52,857435.44,624866.7,895854.06,248040.95,421764.34,118549.38
"7766/185.1072mz/4.95min",157894.86,154495.92,99474.555,95934.39,161293.8,186586.12,180605.23
"7767/365.2658mz/4.95min",209594.144,51688.47,50409.95,55712.668,379241.9,367766.1,363475.62
"7768/307.2627mz/4.95min",207748.92,83383.72,40870.25,60423.617,536454.4,488656.2,332114.12
"7773/626.3905mz/4.96min",376303.89,327802.6,235815.61,340658.5,1930050,1165098.2,411949.28
"7774/430.2543mz/4.96min",90991.8855,3365.829,673.1658,15986.771,165997,287721.1,583788.4
"7775/288.2893mz/5.0min",971685.5,812092,289109.78,521610.66,1131279,1145412.6,1539201
"7777/347.233mz/4.97min",208076.18,115643.64,72854.89,138325.42,783191.5,564212.9,277826.94
"7785/396.2853mz/4.97min",209041.445,478686.1,348984.78,502226.88,54713.434,69098.11,10942.6868
"7786/295.19mz/4.97min",657398.22,460208.9,317041.44,484051.44,880077.44,856033.3,830745
"7788/277.1795mz/4.98min",2586150.4,1906367.8,1300553.5,1835919.6,3338279,3454943.8,3265933
"7790/335.1824mz/4.98min",732559.45,497269.5,534907.6,619650.4,845468.5,969283.94,1287327.4
"7792/245.1131mz/4.94min",206123.485,501854.84,376896.22,465061.38,28267.322,35350.75,3285.279
"7793/547.3178mz/4.98min",1362401.15,2733982.2,2296643,2988072.2,428159.3,107944.484,3264.1077
"7797/533.2394mz/4.98min",57458.711,11649.708,3200.2178,23580.156,331693.44,483183.3,91337.266
"7799/293.2107mz/5.03min",809403.6,650197.8,429133.7,601507.5,968609.4,1200880.6,1069790.4
"7800/275.2002mz/5.01min",724090.7,615363.7,474088.16,643702.7,1231782,1223336.4,804478.7
"7801/295.2264mz/4.99min",3899613.65,3046406.8,1934860.5,3154682.8,4789806,4644544.5,4645905
"7803/313.2481mz/5.0min",407129.81,221685.95,156059.02,295340.56,1233816.1,928140.44,518919.06
"7806/614.329mz/5.0min",109170.93,173834.45,71103.31,280967.75,87735.65,130606.21,23769.791
"7808/277.2159mz/5.0min",3548293.75,2619597.8,1569986.1,2847200.5,4400650,4509592,4249387
"7812/335.171mz/5.01min",188266.02,120606.88,54238.9,299254.06,255925.16,480204.7,96544.08
"7816/195.1742mz/5.02min",130108.65,43369.55,43369.55,43369.55,216847.75,220130.31,277915.5
"7817/213.1847mz/5.02min",115992.414,38664.138,38664.138,38664.138,193320.69,199222.64,245160.61
"7818/343.2222mz/5.02min",294668.585,704105.1,455010.06,811701.06,110404.08,134327.11,100031.33
"7819/592.4062mz/5.02min",809586.9,945642.2,648114.3,939560.7,935364.2,683809.6,79598.516
"7820/525.3067mz/5.03min",98779.163,223319.22,137309.81,234757.6,60248.516,40321.207,8064.2414
"7823/333.2034mz/5.04min",645844.51,463698.56,454026.12,469436.22,822252.8,866302.44,1288451.5
"7824/320.1389mz/5.03min",573985.59,471251.62,283356.78,676719.56,858233,1155683,397606.66
"7828/440.2752mz/5.05min",139278.965,336473.66,194619.14,339631.7,68151.64,83938.79,32924.17
"7829/286.1546mz/5.04min",792910.655,596504.75,342124.44,989316.56,1579279.6,1993345.6,444749.28
"7831/562.3045mz/5.05min",136839.8079,319874.8,270339.22,435580.6,3280.233,3340.3958,656.0466
"7834/149.0233mz/5.04min",379361.1,375357.8,641541.56,383364.4,360222.97,343738.3,412387.88
"7835/495.3535mz/5.05min",379629.808,902236.6,648103.1,935318.5,94544.695,111156.516,18908.939
"7843/509.3693mz/5.09min",144554.965,239666.92,239723.45,490699.1,49443.01,32737.129,6547.4258
"7845/499.2536mz/5.05min",10416.5075,730.0906,730.0906,3650.453,256621.83,370234.06,17182.562
"7854/404.2062mz/5.08min",145541.705,182792.5,108290.91,88644.336,254844.12,237499.6,107022.86
"7855/387.1798mz/5.08min",1116718.1,1275530.1,918271.44,806240.75,1735000,1706169.8,957906.1
"7856/386.1704mz/5.08min",160092.64,94900.6,63572.496,183853.33,208083.03,309451.75,136331.95
"7857/409.1616mz/5.08min",507755.72,417085.7,517773.22,357296.5,526471.7,606750.75,497738.22
"7858/105.0698mz/5.08min",267385.245,241500.11,150776.8,293270.38,350597.25,359433.25,191464.1
"7870/172.1695mz/5.12min",243612.315,252540.73,167141.77,257108.06,242455.03,223876.52,244769.6
"7871/202.1225mz/5.12min",166779.555,82681.3,58622.805,44770.465,448723.4,250877.81,291281.72
"7874/509.3692mz/5.13min",309706.725,602987.3,607147.25,569970.44,49443.01,32737.129,3579.5874
"7876/277.1795mz/5.12min",268282.24,199212.17,126338.65,324066.44,274902.06,345144.6,261662.42
"7877/311.2212mz/5.13min",402045.565,233970.19,130789.97,350558.66,453532.47,497003.6,525768.56
"7878/351.2139mz/5.13min",284572.54,220764.11,156639.42,194662.31,348380.97,469347.53,612414.8
"7880/304.2842mz/5.17min",1448818.25,1493548.9,1025410.8,1611232,1362174.8,1404087.6,2249211.5
"7883/626.3905mz/5.15min",1908310.75,1633808,1138399.9,1544809.4,9248087,6120642.5,2182813.5
"7889/596.8519mz/5.16min",1009491.0135,2469288.2,1983800,2589131.8,35182.027,13749.5625,2749.9125
"7891/444.2851mz/5.19min",358552.034,59083.168,18647.715,54291.67,2260908.2,1376973.8,658020.9
"7895/338.2316mz/5.17min",163769.0865,10665.904,2133.1808,13949.373,633395.75,430494.6,313588.8
"7896/353.2295mz/5.17min",359538.55,241784.48,165151,375381.44,422020.16,343695.66,428117.94
"7897/313.2481mz/5.17min",210023.368,70851.09,41547.02,93196.336,906195.1,598777.4,326850.4
"7899/200.1644mz/5.17min",111312.83,33952.58,19181.729,49673.19,433185,285679.84,172952.47
"7901/293.2107mz/5.18min",1943740.8,2082010.6,1401766.8,1592692.2,3728456,4224289.5,1805471
"7903/352.1862mz/5.18min",317712.315,181622.64,69155.29,388143.97,585172.4,796814.25,247280.66
"7904/309.242mz/5.18min",332081.39,763030.94,514904.06,644551.6,80751.51,149258.72,97698.68
"7905/275.2003mz/5.18min",1747844.85,1766652.5,1161870.4,1849222.5,1729037.2,2070229.8,1323524.2
"7908/267.17mz/5.18min",293227.8335,46657.227,38850.355,32226.172,561968.06,539798.44,979394.75
"7914/367.2452mz/5.21min",609357.2,1005198.4,1170045.8,1166216.1,198004.58,155855.39,213516
"7918/191.1429mz/5.2min",328542.52,337983.88,93443.28,319101.16,443160.56,261929.34,553482.44
"7922/195.1379mz/5.23min",215578.265,441091.28,246083.83,400827.8,185072.7,179823.05,128698.09
"7924/612.3748mz/5.23min",304663.21,198868.86,133341.27,192793.4,602886.25,530909.2,410457.56
"7926/383.1708mz/5.25min",164489.65,132104.6,57827.023,259719.12,196874.7,343778.16,76638.77
"7927/316.2842mz/5.24min",973905.5,2447202.8,1648090.8,1323863.2,229905.61,623947.8,516682.3
"7928/372.2164mz/5.25min",246995.3225,29922.08,20939.383,44769.395,492827.56,449221.25,489014.06
"7930/232.1119mz/5.26min",530922.24,769010.5,654167.4,621695.7,356370.94,254520.7,440148.78
"7934/311.2211mz/5.27min",539899.935,804533.75,393703.8,336172.38,623898.44,582450.25,497349.62
"7937/333.2034mz/5.27min",1110080.2,1105917.2,1114243.2,1179180.1,1032012.56,1081948.6,1292414
"7940/317.0916mz/5.27min",399883.25,212355.27,141138.6,264194.5,535572,551641.44,957195.75
"7943/313.2369mz/5.28min",761995.88,734903.56,466418.03,680716.9,1161971.8,1088903.6,789088.2
"7944/301.1543mz/5.28min",231337.8245,9514.804,1902.9608,26618.549,436057.1,476164.5,451490.3
"7946/299.2324mz/5.28min",262507.35,81545.766,53180.332,110772.67,635100.44,475364.4,414242.03
"7948/277.2159mz/5.28min",4745983,4395266.5,2598829.8,3911065,6869910,6621000,5096699.5
"7949/344.6758mz/5.29min",404145.32,701506.3,465398.2,497749.1,301380.3,342892.44,195103.12
"7950/688.3445mz/5.29min",397550.595,715130.56,383234.78,465651.34,399361.25,395739.94,197447.61
"7951/335.2189mz/5.29min",5645325.5,4284816,3977401.8,4635126,6655525,6961242.5,6845669.5
"7952/349.1867mz/5.29min",363965.5,235040.84,94612.695,492890.16,575779,915867.2,127382.47
"7954/295.2264mz/5.29min",3448817.15,3166009.8,1984022.6,2947921,5049633,4615724,3731624.5
"7958/658.3778mz/5.29min",53663.987,167952.73,83549.12,189706.78,23157.256,23778.854,4631.4512
"7961/279.2314mz/5.3min",649601.655,502101.06,346671.34,443753,797102.25,1353502.9,1026046.6
"7964/258.2061mz/5.31min",370971.14,344276.66,233799.55,381722.88,519620.34,520403,360219.4
"7966/200.1643mz/5.33min",104749.914,34916.638,34916.638,34916.638,297110.28,222894.02,174583.19
"7969/347.2323mz/5.33min",557411.88,111823.54,62043.098,121104.66,2290159.8,1663337.6,993719.1
"7972/292.1903mz/5.34min",398781.64,382291.94,265848.53,401593.66,592088.06,553076.8,395969.62
"7974/316.2842mz/5.33min",778120.12,429279.84,1955224.5,2715896.2,37037.91,264852.2,1126960.4
"7976/400.1861mz/5.35min",285639.935,247348.67,161261.48,396083.28,323931.2,415325.56,177556.98
"7977/596.8517mz/5.35min",87306.48,208587.95,145510.8,224836.33,29102.16,29102.16,29102.16
"7978/592.4062mz/5.35min",108730.08,146926.67,91378.42,129695.02,125072.97,92387.19,20008.744
"7979/249.102mz/5.36min",417198.83,283253.75,213263.16,510043.22,503985.44,330412.22,652871.8
"7981/228.1199mz/5.36min",319420.905,379618.03,200350.61,328677.34,366751.6,310164.47,296414.97
"7982/414.2148mz/5.36min",132303.8725,144310.05,62131.195,124010.695,171884.45,140597.05,122894.72
"7983/376.2589mz/5.36min",4934784.25,8186599,2351183,4278917.5,7351088.5,5590651,3769457.5
"7985/398.2408mz/5.36min",3660264.65,4507212.5,2198489.8,3525173.8,4385672,3779692.5,3540836.8
"7987/393.2854mz/5.36min",2165729.15,3953033.2,974290.94,1705895.1,3651995,2625563.2,1489837.2
"7994/412.3163mz/5.45min",1341114.45,2024496.4,1542728.5,1763618.8,1047478.9,1139500.4,1048609.2
"7997/454.2905mz/5.39min",36447.83,136245.56,59505.023,125649.67,10012.424,13390.637,2002.4848
"8000/318.2998mz/5.45min",4503875.5,12092991,6625766.5,4506470,4501281,3945613,3086832.8
"8002/337.2346mz/5.4min",509804.61,432391.84,418165.62,462015.12,628900.94,673210.2,557594.1
"8003/279.2315mz/5.4min",589409.7,591298.6,337416.75,472888.78,772735.2,828998.6,587520.8
"8004/297.242mz/5.4min",402429.54,412426.2,256989.27,326261.62,537057.06,535116.4,392432.88
"8010/495.3534mz/5.41min",41828.1984,116116.19,69713.664,102916.98,13942.7328,13942.7328,13942.7328
"8017/335.2188mz/5.44min",1127333.425,884440.6,783094.4,963907.75,1290759.1,1372685.4,1457546.1
"8018/321.6836mz/5.45min",214018.965,403189.2,180398.88,525770.2,178041.98,247639.05,43390.766
"8019/313.237mz/5.44min",273767.24,206781.62,111056.14,298406.1,331483.88,314308.62,249128.38
"8023/401.3367mz/5.46min",481834.815,671976.9,504545.47,459124.16,307496.03,543120.9,203842.89
"8024/642.3602mz/5.45min",473406.765,759958.2,331171.4,921788.4,409683.53,537130,59897.234
"8027/626.3905mz/5.45min",143628.815,74180.47,38427.1,77343.86,481014.22,383901.3,209913.77
"8030/218.1174mz/5.46min",692971.615,307807.3,192195.67,328495.03,1649305.1,1419627.5,1057448.2
"8035/241.1771mz/5.47min",1610194.3,1481063.8,711659.3,1806765.8,1739324.8,1018176,1760463.9
"8038/288.2893mz/5.47min",417637.25,657596.44,385875.75,219797.66,107149.055,449398.75,507505.3
"8043/251.2003mz/5.49min",619023.78,568585.56,296897.72,450021.78,869844.7,828588.9,669462
"8044/320.1909mz/5.49min",696834.25,548429.6,465363.3,650331.7,743336.8,837679.7,958113.5
"8045/319.1875mz/5.49min",4280155.75,3184719.5,2728677.2,3746618,4813693.5,5127195,5536663
"8046/256.2996mz/5.57min",225595.49,397979.38,122181.36,60520.67,710010.56,329009.62,65527.36
"8047/279.1952mz/5.49min",4998564.25,4644545,2648240,3957611.5,6823846,6643729.5,5352583.5
"8048/297.2057mz/5.49min",1634041.35,1479431.1,824229.7,1282962,2230503,2133457,1788651.6
"8049/280.1984mz/5.49min",876753.155,824256.75,466728.38,696340.75,1211543.5,1154401.2,929249.56
"8052/366.2017mz/5.5min",240426.245,153756.33,98156.1,327096.16,404474.06,553646.94,144296.39
"8057/316.3205mz/5.53min",291939.795,379560.7,179138.8,99071.016,204318.89,497748.84,481464
"8059/739.4747mz/5.53min",26050.2255,33205.195,7462.1743,18895.256,400169.3,298885.12,1492.43486
"8061/297.2419mz/5.52min",1411190.15,1343980.2,915108.06,1334621.8,2266714,2061621.1,1478400.1
"8062/280.2348mz/5.53min",362754.765,343494.5,223641.4,314993.44,558199.25,500243.62,382015.03
"8064/318.2998mz/5.49min",7983380.25,7254614.5,12892183,13848946,299544.44,5300121,8712146
"8065/315.2526mz/5.52min",278909.01,275857.3,188704.72,280921.9,490799.34,415416.84,276896.12
"8066/197.6168mz/5.59min",388541.03,228802.2,242581.1,290447.62,486634.44,523171.25,510324.3
"8067/279.2314mz/5.52min",1793386.95,1757606.1,1239330.9,1791216.4,2933930.5,2484582,1795557.5
"8068/337.2344mz/5.52min",2056491.55,1747352.2,1573675.4,1930692.1,2613653.8,2512940.2,2182291
"8069/367.2451mz/5.59min",355636.85,1406860.2,536332.4,1468981,135694.12,174941.3,142797.56
"8072/163.0388mz/5.53min",135197.03,158678.12,129666.75,208020.83,79472.21,140727.31,14521.959
"8073/300.0506mz/5.53min",1119044.65,1120878.5,922006.4,1320654.1,1117210.8,1287458.2,344749.4
"8074/319.3032mz/5.5min",1009471.1,398251.3,1509211,2004778.4,13918.297,509731.2,1561335.8
"8077/293.2107mz/5.55min",761329.7,723261.3,459699.62,642894.75,1061114.2,1047695.56,799398.1
"8079/292.1328mz/5.55min",153675.405,127836.75,58372.504,131574.28,279859.88,355328.9,175776.53
"8080/335.2189mz/5.56min",1742424.55,1204034.9,1066729.8,1337549.9,2247405.2,2147299.2,2175245.8
"8083/328.2842mz/5.59min",215903.4,813691.6,897359.06,359839,71967.8,71967.8,71967.8
"8084/295.2264mz/5.56min",1360458.5,1249708.9,696413.5,1071305.4,1917664.5,1703872.8,1471208.1
"8087/385.1977mz/5.58min",272291.655,316718.5,444779.28,413972.16,172911.95,227864.81,57702.023
"8090/753.4235mz/5.58min",609665.545,698242.25,810672.6,773445.44,427739.34,521088.84,158089.27
"8092/297.2421mz/5.59min",3515941.3,3459686.8,2276483,3352065.8,4952732.5,4981719.5,3572195.8
"8093/337.2345mz/5.59min",3118065.35,2460246.5,2208180.5,2853107.2,3619793.2,3894395.8,3383023.5
"8094/279.2315mz/5.59min",2547100.75,2381702.8,1646813.8,2413082,3451203.5,3651875.5,2681119.5
"8096/315.2526mz/5.59min",617761.25,597385.5,390184.9,583612.25,847251.8,887814.44,638137
"8097/266.0665mz/5.6min",275361.895,310453.8,238249.92,353725.72,259506.39,291217.4,64779.285
"8101/256.2996mz/5.6min",327550.85,805580.94,357566.7,255800.36,297535,639661.06,214341.55
"8104/287.2366mz/5.6min",398078.41,275145.7,153562.16,300698.44,580129.9,544546.4,495458.38
"8107/291.1951mz/5.61min",307706.235,201007.2,116534.734,233666.25,573687.25,560873.3,381746.22
"8108/199.1229mz/5.62min",299899.235,320349.47,166163.69,325079.5,311104.47,288694,205194.61
"8112/302.3049mz/5.71min",655768.6,82516.68,1057052.2,82516.68,1799115.5,898953.8,412583.4
"8113/690.3604mz/5.64min",309983.81,645330,272162.06,721854.06,277452,342515.62,62593.81
"8114/345.6837mz/5.64min",307925.045,618628,306774.53,739014.7,248000.02,309075.56,50691.668
"8116/342.2998mz/5.65min",523455.96,1460511.8,928756.75,899284.8,31016.25,147627.12,57576.203
"8117/412.319mz/5.65min",630485.33,662944.1,219321,44697.07,3702496.2,2102944.2,598026.56
"8119/191.1793mz/5.66min",274058.385,374756.75,148787.4,233253.77,547445.75,314863,211426.14
"8121/541.3131mz/5.66min",132821.275,173993.94,64736.63,212039.7,133283.75,132358.8,12947.326
"8122/656.376mz/5.66min",948540.5,1142007.8,481593.5,1382185.5,916628.94,980452.06,115104.7
"8124/328.6916mz/5.66min",562483.3,694896.94,339385.34,934875.2,534574.6,590392,69133.34
"8126/258.1487mz/5.68min",96784.805,68298.75,17057.695,76943.3,337329.94,328009.38,116626.31
"8132/369.2167mz/5.69min",38425.875,12808.625,12808.625,12808.625,170276.27,116774.984,64043.125
"8136/332.3155mz/5.71min",781335.7,1178018.2,686974.6,875696.8,35044,659595.56,1616941.6
"8137/149.0597mz/5.71min",266421.79,290825.16,287615.8,230765.78,242265.84,388177.2,245227.78
"8140/376.3053mz/5.72min",686583.65,450024.44,420317.97,487176.5,885990.8,909504.8,1114381.1
"8141/286.2737mz/5.77min",187466.28,278063.94,233128.25,286114.72,132182.4,141804.31,18967.873
"8143/278.2475mz/5.72min",339045.515,346544.56,311451.84,349334.75,251898.36,331546.47,671297.4
"8148/357.2783mz/5.75min",499878.31,429873.06,338747.97,499588.12,758568.44,773452.3,500168.5
"8153/415.3524mz/5.74min",215524.8,297748.66,252964.48,259396.9,178085.12,169742.67,101916.18
"8154/302.305mz/5.8min",1977317.45,3567634.5,2996954.8,2036732.5,34912.28,1917902.4,1454643.1
"8157/412.3198mz/5.73min",736847.23,1112739.2,287564.2,475624.56,50925.14,2281174.8,998069.9
"8158/493.2803mz/5.76min",727488.15,935842.7,853176.56,775216.3,679760,677016.4,656396.5
"8160/515.2624mz/5.76min",743444.02,719912.94,945301.3,767605.4,617170.6,616357.25,766975.1
"8162/309.242mz/5.78min",178815.01,368679.28,257616.8,374948.5,34416.86,100013.22,63596.973
"8165/281.2472mz/5.78min",241689.695,216918.08,163849.56,240170,290504.22,296349.75,243209.39
"8166/339.2503mz/5.78min",199828.915,144142.25,127834.336,193518.58,246069.27,250519.69,206139.25
"8170/330.2998mz/5.81min",641563.585,3485765.2,4398840,1084133.4,85163.65,198993.77,88417.92
"8171/390.3209mz/5.78min",527773.75,432634,378918.03,439853.9,615693.6,650094.4,862464.7
"8172/295.2264mz/5.78min",704291.1,876988.44,483881.88,777872.56,674483.2,734099,420052.7
"8173/295.1901mz/5.78min",156294.32,147902.83,89828.48,104353.93,256797.2,196293.55,164685.81
"8174/317.172mz/5.78min",563605.93,411174.16,401052.4,374133.44,874194.5,716037.7,860279.06
"8175/278.1828mz/5.79min",139105.45,167967.19,94480.24,113976.64,185996.56,149812.27,128398.63
"8178/342.2998mz/5.73min",35332.3485,1912.1808,400161.2,1527015.8,1912.1808,9560.904,61103.793
"8180/277.1796mz/5.79min",892590.53,1030010.1,668459.5,736931.06,1170543.1,953307.5,831873.56
"8184/378.2254mz/5.81min",35248.6413,148947.97,63302.496,187382.1,3928.2354,7194.7866,785.64708
"8186/309.2055mz/5.82min",255126.83,521757.78,317981.78,408169.5,189714.97,192271.88,124661.05
"8187/349.1981mz/5.82min",355222.82,551706.7,563984.6,624796.9,134136.52,158738.94,150923.05
"8190/344.3155mz/5.88min",1618501.35,6396820,3136963,1954986.8,1204537.9,1282015.9,380561.1
"8191/172.1695mz/5.84min",272724.445,303410.16,199524.27,606253.06,242038.73,328337.62,165687.73
"8192/349.2732mz/5.84min",835419.675,869823.1,535283.25,801016.25,1175733.2,1081898,669072.8
"8193/389.2657mz/5.84min",424844.61,384993.06,333113.62,443595.34,633235.56,554268.75,406093.88
"8196/383.2787mz/5.85min",439411.42,529089,224361.03,341275.7,878271.44,923669,349733.84
"8197/365.268mz/5.85min",226137.71,219196.72,94106.38,169493.25,435664.7,404499.75,233078.7
"8198/405.2606mz/5.85min",685181.42,527601.94,324344.44,677011.94,1260441.9,1078487.6,693350.9
"8200/273.102mz/5.86min",278922.55,289040.8,228275.89,268804.3,314175.97,246328.86,408498.12
"8202/280.2631mz/5.86min",263534.755,277918.8,262109.95,285358.2,253351.62,264959.56,247352.83
"8205/302.3049mz/5.87min",1142723.1875,101826.375,3576107.5,4114230,3084.8074,15424.037,2183620
"8206/346.3311mz/5.91min",3790961.35,6933548.5,4145339,3984091.5,1240540.9,2065443.1,3597831.2
"8207/345.3189mz/5.9min",471317.39,1341932.9,977871.1,633926.9,82798.875,308707.88,18745.14
"8208/440.2766mz/5.91min",148396.7005,265673.12,364269.16,538067.8,6172.4714,30862.357,31120.281
"8209/353.2682mz/5.88min",9044.3886,3014.7962,3014.7962,3014.7962,132082.12,15073.981,646027.44
"8210/393.2603mz/5.88min",17201.074,3183.4106,636.68212,3627.373,105986.33,30774.775,664636.94
"8211/281.2471mz/5.88min",1063508.55,931582.2,712478.75,1066824.1,1357487.6,1262524.8,1060193
"8214/263.2367mz/5.88min",359943.49,361937.88,254022.64,348685.72,418335.62,403921.38,357949.1
"8215/299.2577mz/5.88min",1053108.4,951526.8,691177.94,1059440.9,1332476.2,1216324.5,1046775.9
"8216/339.2502mz/5.88min",1057021.1,804437.2,731779.2,1010722.3,1482386.1,1325693.1,1103319.9
"8218/200.2008mz/5.89min",1791744.2,1829200.8,1659572.8,2364355.5,1754287.6,2014786.6,1735815.2
"8220/553.4245mz/5.89min",312313.33,126109.484,156342.81,224209.06,659678.25,467825.03,400417.6
"8222/277.2159mz/5.9min",14774862,13708410,10026218,12835320,20483782,18195738,15841314
"8223/338.1382mz/5.89min",139622.667,75528.734,36446.945,57393.344,338118.22,203716.6,341878
"8229/317.2084mz/5.9min",636430.345,199985.55,438094.75,372035.22,991536,897442.4,834765.94
"8230/330.2998mz/5.88min",93043.15,62912.465,5473496,2740913.8,12582.493,70423.9,115662.4
"8231/232.133mz/5.91min",417596.28,249649.62,140168.39,297496.62,1436964.4,1074365.5,537695.94
"8232/344.3155mz/5.93min",2783971.65,5949313,5068260,4038452.8,37293.332,1529490.5,448963.2
"8234/347.3345mz/5.93min",936642.2,1399042.9,1136414.8,1146385,54018,470066.53,736869.6
"8236/316.3206mz/5.96min",501561.46,1104078.9,684694.94,426924.72,256697.73,576198.2,294934.53
"8238/330.2035mz/5.94min",97048.395,101326.9,57111.11,92044.02,174153.53,139847.78,92769.89
"8239/308.2215mz/5.94min",610790.48,674697.9,351652.25,546883.06,1102140.5,977209.75,490323.56
"8241/255.2316mz/5.96min",934893.8,711947.94,534666,804826.6,1313607.5,1285150.1,1064961
"8243/346.3311mz/5.97min",4892034,4651357,5132711,5968950,89625.29,3319506.2,5374380.5
"8247/193.1699mz/5.96min",609751,665473.3,524130.38,554028.7,667161.9,679495.5,470742.8
"8248/237.2211mz/5.97min",672308.845,520926.16,394515.28,582363.25,950048.75,924012.1,762254.44
"8250/389.2657mz/5.97min",299275.25,227466.19,201600.48,303453.72,422418.53,355885.4,295096.78
"8251/349.2732mz/5.97min",713232.8,720268.7,438376.03,706196.9,991851.2,912182.44,612168.25
"8254/367.2451mz/5.98min",57726.545,134643.33,71487.375,166999.73,43965.715,43459.05,34124.336
"8257/345.3189mz/5.96min",174593.795,192564.89,1233015.2,1497147,23486.552,117432.76,156622.7
"8258/344.3154mz/5.99min",874072.6,38582.035,5916405,7198418.5,7716.407,606984.2,1141161
"8260/591.3708mz/6.01min",444643.95,352256.3,457947.7,431340.2,536125.25,462629.12,209832.62
"8261/193.1222mz/6.01min",94469.713,123727.27,7200.5083,65212.156,349367.28,261972.81,48819.246
"8262/280.2631mz/6.01min",748300.3,838200.7,692506.1,813028,575307.75,622233.2,804094.5
"8264/349.2345mz/6.05min",326354.99,454054.03,498933.16,657194.5,175623.25,176008.77,198655.95
"8267/358.2946mz/6.06min",181735.86,69978.78,47782.07,68564.24,352954.75,293492.94,374869.25
"8270/346.3311mz/6.01min",4562124.85,745657.3,8270420.5,11879410,149131.46,853829.2,9782210
"8275/331.1875mz/6.06min",221236.995,229819.22,92124.2,194070.47,1202405.2,890453.56,212654.77
"8276/291.195mz/6.05min",216624.255,234900.78,60033.785,198347.73,562270.4,417007.94,164683.8
"8277/309.2055mz/6.06min",376434.875,478522.03,100670.44,274347.72,1208901.6,909471.5,234937.11
"8280/686.3653mz/6.07min",143051.21,134838.73,108378.92,151263.69,157639.36,107093.94,162207.61
"8282/372.3468mz/6.14min",123572.25,343343.66,132394.69,103052.77,410053.84,114749.81,72834.78
"8283/388.3416mz/6.1min",245949.1785,845643.44,923994.6,457803.22,6819.0274,34095.137,6819.0274
"8284/349.2345mz/6.09min",702074.47,1052451.5,1092468.8,1325422.6,265938.1,312631.2,351697.44
"8285/291.2314mz/6.09min",108538.443,268587.53,172748.8,252573.89,32649.24,44328.086,11428.465
"8286/309.2419mz/6.11min",173003.05,420561.97,237092.23,372702.28,108913.87,78482.53,24747.86
"8292/267.1717mz/6.15min",505985.4,617206.4,438980.84,480535.03,656450.5,525454.9,486515.9
"8293/289.1535mz/6.15min",217570.82,175894.73,229514.16,241099.61,205627.48,171141.28,256943.72
"8299/280.2348mz/6.17min",2423662.5,2229820.5,1906202.5,2433194.8,2897800.2,2677518.2,2414130.2
"8300/279.2315mz/6.17min",12795408,11681954,10003822,12526776,15440875,14107041,13064040
"8302/395.2764mz/6.17min",17300.0226,5766.6742,5766.6742,5766.6742,103708.305,28833.371,654567.5
