"","filter","2024_NEG_CC_1_Run21.mzML","2024_NEG_CC_2_Run48.mzML","2024_NEG_CC_3_Run62.mzML","2024_NEG_CC-VPA_1_Run27.mzML","2024_NEG_CC-VPA_2_Run36.mzML","2024_NEG_CC-VPA_3_Run77.mzML"
"374/445.3282mz/8.27min",403966.74,523976.66,269124.6,427668.1,380265.38,800610.7,244042.95
"375/100.9337mz/8.29min",1171530.25,1122458.5,1220602,1675860,1486438.5,857580.25,613773.25
"379/703.5633mz/8.28min",1537781.95,2041118.4,1413211.8,1662352.1,1366942.8,726829.2,1738060.6
"380/381.1949mz/8.28min",206720.295,290946.12,125091.016,198975.56,129937.32,214465.03,260587.16
"382/650.5002mz/8.28min",187431.22,374424.53,66065.734,148996.69,70031.36,225865.75,329487.47
"384/180.9812mz/8.28min",224315.91,221794.52,195598.72,313835.38,226837.3,213253.95,363926.94
"385/383.1893mz/8.28min",4330919.85,6036727.5,2595960.8,4178555.2,2621112.5,4483284.5,5282393.5
"387/186.9706mz/8.28min",1428503.7,1379549.6,1402241.4,1461867.8,1299358.4,1532544.4,1454766
"388/122.9758mz/8.29min",229713.125,277312.34,171340.14,199805.2,191080.22,259621.05,295354.88
"389/144.9235mz/8.29min",7882145.5,8339973,7705497,7372342,8058794,6779107,8279741
"390/115.9208mz/8.29min",11823260.5,15939919,11631265,10189245,12016693,12015256,10770345
"392/569.4172mz/8.3min",236988.45,231369.06,135289.27,196785.6,242607.84,314485.94,263712.16
"393/683.4855mz/8.29min",442120.18,476523.2,304177.78,341733.22,407717.16,611116.5,528081.06
"394/711.5166mz/8.3min",32456.12,31189.537,12138.822,29642.033,33722.703,56041.297,66067.19
"395/134.8947mz/8.3min",4251033.65,5096363,3577977.2,5017768,4382863.5,3989855.2,4119203.8
"397/161.9136mz/8.31min",968167,1030833.75,905500.25,1320749.2,1185392,522083.1,837898.5
"400/713.5323mz/8.34min",461122.61,491007.72,235356.27,409271.78,431237.5,850313.5,491634.9
"401/667.4907mz/8.28min",1109319.95,1188587.5,913566.8,966859.6,1123229.9,1396468.8,1095410
"402/683.5221mz/8.38min",41856.223,52742.312,16574.898,41367.63,40737.47,42344.816,45623.863
"404/648.4607mz/8.36min",450616.91,443367.1,327589.84,405531.06,457866.72,591967,543602
"405/186.9706mz/8.4min",639282.985,350417.66,792441.94,486124.03,833101.7,1042176.44,283704.9
"406/134.8947mz/8.38min",1717225.1,1913497.9,1840936.1,2364712.2,1456787.8,1151016,1593514.1
"408/161.9136mz/8.41min",878325.67,902665.4,1064480.1,1150611.6,807106.56,461156.78,853985.94
"409/711.4569mz/8.4min",431974.065,418797.16,288590.78,446058.9,262985.1,445150.97,475005
"410/100.9337mz/8.36min",308226.21,840325.1,822099,264724.84,325177.3,269908.88,291275.12
"411/683.4851mz/8.41min",177774.475,170900.12,107201.21,205609.45,135270.48,254007.25,184648.83
"412/667.4894mz/8.4min",186839.025,140776.92,130336.23,237981.03,210011.77,191013.1,182664.95
"413/665.475mz/8.44min",489968.455,560801,315234.78,430254.75,458777.38,670746.2,521159.53
"414/697.5374mz/8.46min",510222.045,615398.6,346648.7,445378.47,489970.34,530473.75,553806.75
"415/711.5167mz/8.54min",872519.5,1094673.4,655353,801634.9,784257.9,943404.1,1108699.9
"416/669.5064mz/8.48min",1543883.7,1815548.1,840940.1,1372063.6,1438111.9,1649655.5,1884143.2
"417/652.5163mz/8.48min",141838.47,184652.77,74929.375,137143.22,125076.76,146533.72,205814.92
"419/100.9336mz/8.48min",530938.825,599070.4,625953.1,694925.1,462807.25,241238.22,177316.55
"420/583.433mz/8.51min",564598.52,606330.1,339381.62,489031.56,522866.94,821702.5,787199.06
"421/665.4748mz/8.5min",127115.215,118517.43,307513.88,90336.664,98675.84,141393.8,135713
"423/713.5277mz/8.54min",141345.44,164139.94,74666.9,112141.17,131513.5,184162.5,151177.38
"425/1035.7314mz/8.58min",1134720.2,1313194.6,372446.47,1203093.2,1090257.6,950365.9,1179182.8
"426/683.5216mz/8.59min",399260.96,432212.72,169439,366309.2,292820.4,528339.4,542325.25
"428/250.8917mz/8.64min",896528.9,900798,1136388.5,1028378.3,892259.8,514004.3,627564.1
"429/248.8936mz/8.62min",1808917.5,1983966.5,2268136,2358224,1633868.5,1250666.4,1484249.2
"431/695.5218mz/8.62min",677332.425,1005657.6,577640.75,677596.1,514338.97,677068.75,962868.44
"432/697.5367mz/8.62min",643967.97,706354.06,372323.44,529036.4,612539.94,675396,721674.6
"433/221.8746mz/8.69min",893700.82,1593397,427521.53,561647.5,1433638.6,800477.2,986924.44
"434/223.8723mz/8.68min",487617.5,109618.17,1212334.6,406788.25,151319.12,568446.75,694009.4
"435/499.3753mz/8.64min",829542.03,902901,437859.8,756183.06,667705.8,1133132.4,1172500.8
"438/655.5634mz/8.68min",4638567.25,5740539.5,2980280.8,4364645.5,4117567,4912489,5911874
"440/717.5792mz/8.72min",814594.7,1205468.6,883646.2,720014.6,715091.25,745543.2,986225.2
"441/651.4955mz/8.73min",550737.55,607114.94,458840.16,494360.16,476623.12,627325.25,610404.8
"442/711.5161mz/8.74min",287842.095,340811.53,156473.5,209729.77,242279.66,333404.53,358545.28
"443/243.8993mz/8.74min",13332494.5,15627318,14672924,13773033,12891956,8940197,10404656
"444/709.5012mz/8.74min",476083.87,697393.6,222327.19,272709.4,368005.8,584161.94,746023.3
"445/245.8948mz/8.74min",5118202,6012013,5680209,5271789,4964615,3451226.5,3971706.8
"446/695.5202mz/8.75min",432741.55,571011,218527.86,308606.53,358025.4,507457.7,550175.06
"447/188.9039mz/8.75min",2165063,2547669.5,2164254.5,2165871.5,2356790.2,1771822.6,1930964.9
"448/694.5094mz/8.75min",484402.28,697547.75,264723.72,271715.28,396905.5,571899.06,653574.56
"449/693.5062mz/8.75min",1185680.53,1649538.6,660783.75,785434.06,1022731.56,1348629.5,1544680.6
"450/223.8723mz/8.75min",2548529.85,2715464.5,3088502.2,2839537,2381595.2,1220672,1221137.4
"451/221.8746mz/8.75min",3585067,3821850.5,4302809.5,3934483.8,3348283.5,1690193.2,1726534.8
"452/186.9058mz/8.76min",4885478.5,5738327.5,4949710,4821247,5346461.5,4028652.5,4398820.5
"453/248.8936mz/8.76min",5776333.25,7615335.5,8269600.5,5037829,6514837.5,3534133.8,3785256.2
"454/250.8917mz/8.76min",2524752.5,3392488.5,3645007.5,2225919.8,2823585.2,1540198,1649771.4
"455/591.4381mz/8.77min",490978.75,739451.3,464032.3,453577.44,477274.5,504683,516856.7
"456/567.4381mz/8.78min",219651.14,272818.2,102572.33,177928.62,173586.83,261373.66,273451.72
"457/797.5535mz/8.79min",445650.97,625299.4,438320.84,474782.56,418829.06,402497.34,452981.1
"458/697.5376mz/8.82min",2922602.8,3654560.5,1577013.2,2515630.8,2681006.8,3164198.8,3494799.2
"459/751.5852mz/8.82min",136694.65,179192.11,102876.125,119608.805,125597.03,152078.39,147792.27
"460/735.5533mz/8.86min",309755.11,388489.8,153338.45,221369.4,269344.22,371369.16,350166
"462/545.4537mz/8.9min",1659906.05,1887433.6,1087611.9,1925045.2,1487791.5,1649949.9,1669862.2
"463/100.9336mz/8.93min",379555.99,208869.45,219470.23,530048.6,229063.38,828886.2,727230.56
"465/683.5218mz/8.92min",383560.53,371122.66,207491.06,395998.4,268130.4,479842.47,428420.84
"467/115.9207mz/8.92min",1889852.15,791375.9,2873669.8,1032670.6,3373626.2,1463852.8,2315851.5
"469/607.4695mz/8.96min",529176.02,694066.5,557690.94,561870.75,471346.2,485484.56,500661.1
"470/186.9706mz/8.98min",789935.81,800297.25,799944.06,779927.56,847914.75,426759.97,360173.3
"471/735.5508mz/8.97min",57766.4705,64852.88,19590.271,41078.19,53107.066,82295.2,62425.875
"473/122.9758mz/9.0min",360640.485,470112.53,360871.94,360409.03,463760.34,303296.2,353130.53
"474/180.9812mz/9.0min",342023.155,262951.22,348261.06,366183.97,426495.84,307004.88,335785.25
"475/662.4766mz/9.01min",171478.915,190316.08,193675.34,152641.75,91913.74,109929.1,192612.69
"476/465.2676mz/9.01min",681129.35,799605.2,692886.8,640698.25,851243.94,623879.44,669371.9
"477/325.1844mz/9.01min",127837.925,143837.53,159171.53,111838.32,194949.7,88369.625,108620.24
"478/311.1687mz/9.01min",210302.655,225288.6,224110.19,196495.12,274992.3,151399.84,165504.69
"479/856.6885mz/9.02min",1231032.85,601245.1,1042322.06,1384980.5,1248965.1,1213100.6,1448129.4
"480/873.6787mz/9.06min",1262024.1,1609922.9,923472.4,1279657.4,1244390.8,950071.8,1305520.1
"481/751.5842mz/9.1min",30477.1,46816.63,9553.113,25838.979,54739.7,31811.475,29142.725
"482/621.485mz/9.21min",1877375.05,2462108,1529012.5,1690155.2,1955212.2,1799537.9,2013175.6
"483/604.495mz/9.21min",1032334,1165879.9,925126.75,974919.8,866854.1,1104123,1089748.2
"484/751.5843mz/9.24min",361124.55,417955.16,147468.19,285917.28,344769.5,377479.6,410002.12
"485/573.485mz/9.31min",1755433.4,2120806,1153599.8,1560145.2,1843327.9,1783520,1727346.8
"486/556.4948mz/9.31min",1026041.83,1175858.1,760710.94,940245.2,969095.06,1082988.6,1094083
"487/618.5105mz/9.37min",2276289.15,2906701.2,2199139.5,2239133.5,2092139.2,2313444.8,2423251.8
"488/635.5008mz/9.37min",2237957.85,2906184.5,2225450.5,2079208.9,2621139.8,2130076.8,2250465.2
"489/573.4849mz/9.43min",68936.715,65062.6,59993.105,72964.734,88160.016,35887.645,72810.83
"490/467.2833mz/9.44min",608162.225,772931.6,285434.88,336049.3,626796.7,589527.75,628515.3
"491/325.1843mz/9.44min",109670.82,101063.88,26891.41,62154.918,124096.164,141775.75,118277.76
"492/311.1687mz/9.44min",103439.1475,211164.33,76428.63,211513.47,107772.625,90079.92,99105.67
"495/711.6259mz/9.48min",583542.495,18271.944,1023639.94,143445.05,1533891.2,1050438.8,91359.72
"496/662.4768mz/9.5min",151204.815,850454.4,120076.7,142361.53,118070.97,160048.1,305607.94
"497/649.5164mz/9.69min",914564.15,1325754.4,539713.06,762257.25,929215,899913.3,1059682.4
"498/632.5262mz/9.7min",992048.6,1273757.9,752782.06,901870.6,892072.6,1082226.6,1170356.6
"499/683.5945mz/9.8min",790525.05,978145.5,422051.44,648173.44,800601.4,780448.7,810674.8
"500/666.6045mz/9.8min",865788.75,1034950.25,551415.06,759469.8,831725.94,899851.56,977769.75
"501/646.5419mz/9.9min",2636197.7,3339945.8,2371206,2447901.5,2543416.2,2728979.2,2880019.8
"502/663.5321mz/9.91min",1216244.95,1717784.8,989504.7,1046262.3,1368234.6,1162418.1,1270071.8
"503/89.0244mz/10.0min",892423.75,916433.9,868413.6,1156765,990871.8,822329.7,804950.9
"504/316.948mz/10.16min",6331.0625,5503.085,51434.29,7159.04,52629.195,1100.617,1100.617
"505/248.9604mz/10.14min",44501.082,41204.66,112043.47,47797.504,61597.875,25763.771,16003.738
"506/112.9857mz/10.14min",659373.7,709261.4,1020180.7,590013.9,817518.2,609486,564074.25
"508/311.1687mz/10.2min",182484.275,215316.81,173285.05,191683.5,215828.98,170486.92,171285.38
"511/100.9337mz/10.2min",1165316.1,1177540.8,857878.56,1153091.4,1317041.4,1421097,959527.1
"512/115.9208mz/10.21min",3532782.25,3631693,3960577.8,3447992.5,3617572,3107922.2,2044725
"513/325.1844mz/10.21min",167827.74,181915.69,154833.58,174655.28,190923.22,143447.86,161000.2
"514/132.8679mz/10.21min",154418.67,170056.88,151837.06,147972.39,168208.44,157000.28,146611.12
"515/144.9235mz/10.21min",1886602.25,1824707.4,1938347,1990688,2095130,1834857.5,1563340.9
"516/662.4769mz/10.24min",719682.22,2839854,600198.94,1793104.1,351778.28,523112.72,839165.5
"518/648.4613mz/10.27min",408355.52,1655254.9,359858.78,598411.5,186583.8,415739.66,400971.38
"519/742.5394mz/10.28min",177162.923,10062.6132,479183.3,50313.066,377456.2,304012.78,10062.6132
"520/520.9102mz/10.27min",73624.267,97404.24,93001.99,86445.55,60802.984,59279.55,59257.82
"521/384.9351mz/10.27min",174660.535,214829.25,201405.95,186446.88,152592.6,145967.12,162874.19
"522/112.9857mz/10.27min",2513319.85,2314974.2,2167654.2,2916501.5,2214043.8,2831912.2,2711665.5
"524/716.5238mz/10.28min",167207.418,11906.0352,549673.5,59530.176,319893.88,274884.66,11906.0352
"525/248.9604mz/10.28min",336931.925,391951.1,395372.56,352088.6,315198.94,294303.44,321775.25
"526/316.9479mz/10.28min",306792.86,350349.56,344075.06,326094.44,280354.16,258285.31,287491.28
"527/452.9226mz/10.28min",137923.965,170887.42,159320.69,149829.62,100161.28,105443.18,126018.31
"529/661.4648mz/10.28min",76075.63,338493.34,75774.53,143267.97,17656.895,39159.477,76376.73
"530/674.4017mz/10.28min",441175.135,647736.8,324789.34,448522.8,285642.84,433827.47,461562.62
"531/606.4144mz/10.29min",3124235.25,4827875,2085172.5,3214635,2031706,3033835.5,3349344
"532/660.4613mz/10.29min",514559.45,1012343.6,355051.9,634573.6,311616.78,431293.5,597825.4
"533/744.5541mz/10.31min",153329.41,3832.076,19160.38,3832.076,1577986.8,287498.44,775377.2
"534/116.9286mz/10.36min",1428210.3,1521580,1446841,1409579.6,1526081.8,1396472.8,987777.56
"535/694.4686mz/10.37min",111848.365,204268.67,58941.043,116028.77,11788.2086,107667.96,152307.45
"537/744.5543mz/10.4min",200417.755,4999.434,24997.17,4999.434,2975188,375838.34,487157.6
"538/634.4455mz/10.39min",300030.55,420758.97,172590.28,291054.72,180493.92,864626.7,309006.38
"539/132.8679mz/10.47min",710298.2,690288.9,616797.6,668216.25,788135,730307.5,771140.5
"540/160.842mz/10.47min",300697.95,307263.28,257094.9,296139.72,327128.22,299472,301923.9
"541/162.8391mz/10.47min",302227.08,309871.12,258142.45,304972.44,327920,298396.2,299481.72
"542/195.8109mz/10.47min",425387.53,405695.72,416430.03,462736.62,434345.03,396993.84,456788.75
"543/197.808mz/10.47min",560603.55,551406.5,526991.1,618042.7,619581,507447.47,569800.6
"544/257.8192mz/10.47min",278214.34,259929.69,290398.2,300644.62,284684.88,250560.44,271743.8
"545/255.8222mz/10.47min",287086.235,269882.94,294965.47,309278.66,286040.75,261944.14,288131.72
"546/187.861mz/10.49min",814640.3,808752.9,723687.06,820527.7,956220.06,954241.6,756657.3
"547/189.858mz/10.49min",412178.34,353458.25,395141.28,429215.4,539905.06,455490.84,388552
"548/214.88mz/10.52min",2455422.5,2492331,2240876,2418514,2776620.2,3015371,2379975.5
"549/216.8768mz/10.52min",676147.42,750248.9,564068.44,602045.94,794233.75,948340.6,564684.5
"550/243.8993mz/10.52min",6709288,6564409.5,6553610,6755751.5,7018468,7420236,6662824.5
"551/245.8948mz/10.52min",2501410.25,2501359,2501461.5,2476471,2668064,2821723.8,2400012.8
"552/241.899mz/10.53min",4852058.75,5041547,4663717.5,4596702,4951679,6605891,4752438.5
"554/195.906mz/10.54min",707173.63,741965.9,718314.7,592232.06,696032.56,982393.44,579800.9
"557/328.9796mz/10.59min",472524.44,548118.2,442171.1,457513.5,508182.94,475268.5,469780.38
"558/96.9601mz/10.62min",2448876.2,8978525,1250562,2508854.2,1374132,2451687.2,2446065.2
"559/560.9991mz/10.61min",70588.29,90768.02,69895.4,65125.71,82782.17,68237.44,71281.18
"562/255.8221mz/10.64min",71486.406,36575.13,60793.812,135194.53,111484.12,6536.1377,82179
