"","filter","2024_NEG_Anid-EV-SA-OA_CTRL_1_Run174.mzML","2024_NEG_Anid-EV-SA-OA_CTRL_2_Run218.mzML","2024_NEG_Anid-EV-SA-OA_CTRL_3_Run245.mzML","2024_NEG_Anid-SA-OA_1_Run171.mzML","2024_NEG_Anid-SA-OA_2_Run192.mzML","2024_NEG_Anid-SA-OA_3_Run236.mzML"
"482/139.04mz/3.31min",117896.5025,255766.89,119335.06,111116.586,223133.55,97302.28,116457.945
"483/191.0349mz/3.31min",128847.0025,246949.7,168578.89,167270.88,24186.434,75922.35,90423.125
"488/336.1091mz/3.32min",74669.4215,171384.55,205036.84,89403.55,41571.53,29539.037,59935.293
"491/289.0354mz/3.33min",126028.15,219061.69,130625.27,79898.89,117335.63,121431.03,143963.5
"492/221.0455mz/3.34min",217094.68,721012.6,22830.977,5930061,23257.77,243578.55,190610.81
"493/222.0487mz/3.33min",2903.92002,52363.008,967.97334,682971.9,967.97334,4839.8667,967.97334
"495/153.0193mz/3.32min",60255.46,66043.27,17766.855,75462.11,181632.16,38559.98,54467.65
"496/514.2406mz/3.34min",955708.15,1392810.2,1870838.5,884490.4,530571.5,959181.7,952234.6
"498/233.0567mz/3.4min",14035.248,70176.24,14035.248,399467.28,14035.248,14035.248,14035.248
"500/710.1584mz/3.36min",473834.345,539548,278395.4,498187.44,449481.25,432136.75,549637.2
"501/711.1578mz/3.36min",552200.6,612420.94,322515.5,573144,531257.2,525230.06,629091.2
"502/713.1581mz/3.36min",716788.275,833201.9,415848.12,753063.25,680513.3,675296.6,829900.7
"504/152.0353mz/3.36min",94326.94,471634.7,94326.94,2409861.2,94326.94,94326.94,94326.94
"505/180.0666mz/3.36min",269686.665,279431.75,482335.88,48845.262,244226.31,290095,259941.58
"506/178.0509mz/3.36min",250897.78,306726.62,467040.88,161703.2,293192.16,196951.23,208603.4
"507/707.159mz/3.36min",373745.05,415549.66,219492.55,392223.88,355266.22,349184.97,426725.8
"508/365.0333mz/3.37min",2172.70224,748808.7,724.23408,2751003.5,724.23408,724.23408,3621.1704
"511/274.1297mz/3.36min",80412.514,3567.968,3565.3325,713.0665,467299.38,157257.06,174623.45
"512/265.0717mz/3.34min",223846.14,211723.9,233314.8,340340.5,214377.48,912040.25,104937.61
"513/182.0539mz/3.38min",194989.515,268673.56,225494.78,139507.92,339962.7,164484.25,145288.58
"514/275.0561mz/3.37min",803377.2,1533259.5,548169.44,623337.56,947763.25,882285,724469.4
"517/181.0507mz/3.37min",2518469.4,3187355.8,2897643.8,1833225.6,3750350.5,2139295,1862700
"518/461.0725mz/3.39min",204304.16,255649.23,246470.22,489661.22,30569.268,146745.9,162138.1
"519/238.0873mz/3.39min",120742.515,137162.44,363555.5,66068.22,28467.941,136210.89,105274.14
"520/755.3471mz/3.39min",600222.3,818251.5,687918.25,346855.75,681185.44,431868.44,519259.16
"521/421.0056mz/3.39min",1620860.75,1645028.9,1595675.4,1500624.2,1605722,1635999.5,1713726.5
"522/247.0611mz/3.39min",38051.9125,130399.67,59253.54,344401.4,16850.285,5245.63,5697.5967
"524/413.1928mz/3.41min",4140187.75,4306531.5,4321619.5,3973992,4306383.5,3649238,3553997.8
"527/476.1885mz/3.41min",683903.425,692163,721930.75,594474.44,687256.75,680550.1,586692.5
"529/397.0926mz/3.42min",125603.42,298834.34,54436.75,423731.47,79691.75,127878.21,123328.63
"531/264.0877mz/3.42min",191104.08,160391.22,119279.65,176832.33,205375.83,279325.72,217607.05
"532/599.2936mz/3.42min",283515.67,416455.84,463693.8,224344.12,274246.28,249333.34,292785.06
"533/893.3733mz/3.42min",1918866.05,2388995.8,1514572,1883360.5,1620169.8,1954371.6,1984054
"534/271.0611mz/3.42min",263066.17,401609.56,178260.14,251148.06,35652.028,385317.25,274984.28
"535/339.0177mz/3.43min",12672.2105,148925.19,2424.3658,63583.055,2424.3658,13222.592,12121.829
"537/283.1299mz/3.44min",258615.795,260618.12,317022.12,256613.47,295342.97,241992.77,222535.3
"538/277.0717mz/3.43min",256152.5,327605.56,237237.48,249876.9,187091.84,308398,262428.1
"539/740.3363mz/3.44min",1251444.5,1724086.8,1283458.6,1899537.2,1207684.2,1055577.6,1219430.4
"540/582.3183mz/3.43min",909.2584,4546.292,159467.84,909.2584,909.2584,909.2584,909.2584
"541/293.0667mz/3.43min",78391.8435,154846.52,3984.3734,19921.867,107981.8,48801.887,113148.48
"543/281.103mz/3.44min",43413.9675,26648.93,115978.016,44158.54,5329.786,42669.395,49792.086
"546/292.1191mz/3.45min",152459.365,145665.94,255661.5,149677.92,300607.06,155240.81,147711.7
"549/233.0567mz/3.45min",23397.5328,116987.664,23397.5328,120243.39,23397.5328,23397.5328,23397.5328
"550/205.0141mz/3.45min",38849.834,48465.09,133323.7,9389.132,1391027.4,17516.861,29234.578
"552/263.0561mz/3.46min",1267821.3,1143529,1154378.2,1381264.4,1010790.2,1842398.2,1416403.6
"554/258.0983mz/3.46min",424398.25,712867.1,625868.56,281905.12,301304.8,377298.34,471498.16
"555/245.0455mz/3.47min",2414814.1,2558282,2673834.5,2287363,2071296.5,2542265.2,2174193.2
"556/579.0782mz/3.47min",437429.825,493067.56,551259.94,410328.75,310718.28,464530.9,349600.12
"557/289.0354mz/3.47min",689352,713315.44,758167.2,668262.7,631068.75,710441.3,609542.1
"558/469.0986mz/3.47min",177605.65,204283.52,175288.9,166272.2,179922.4,183793.72,146035.86
"560/193.0506mz/3.47min",2945344.8,5404800.5,1647726.4,5607467.5,1564910.6,3292876.8,2597812.8
"565/567.2673mz/3.48min",402025.02,1180922,615478.5,389193.88,414856.16,251150.77,337768.75
"566/630.263mz/3.48min",833809.12,2072407.5,1020831.1,584753.3,883217.8,580547,784400.44
"567/603.2441mz/3.48min",172873.14,271132.4,201670.86,154117.92,111821.02,92582.43,191628.36
"568/889.3365mz/3.48min",7336.5432,18019.75,222700.19,2445.5144,12227.572,2445.5144,2445.5144
"571/249.0227mz/3.49min",1929168.7,1836810,1871740,1775951.4,1986597.4,2046371.2,2150031.8
"572/413.0876mz/3.49min",36371.57,37850.023,30461.982,180561.67,113481.66,34893.117,34884.6
"573/599.2937mz/3.46min",393411.13,496842.66,5550659,222151.9,937705.4,249333.34,289979.6
"574/435.1771mz/3.49min",145791.517,309783.22,87519.11,186237.62,162356.55,54818.57,129226.484
"575/922.3268mz/3.49min",988195.9,1443728.9,792764.1,1076159.6,636177.2,900232.2,1148709.8
"577/635.2705mz/3.5min",72714.345,112907.22,1578754,11259.334,232549.08,2251.8668,32521.47
"579/662.2894mz/3.5min",378079.565,616422.25,5605925.5,16137.59,1331879.1,35506.547,139736.88
"583/315.1561mz/3.51min",96030.7855,85035.914,206453.05,103984.016,107717.805,88077.555,87386.4
"586/365.0333mz/3.51min",86689.224,433446.12,86689.224,1327873.2,86689.224,86689.224,86689.224
"587/279.9958mz/3.51min",11865234.5,12011810,11929937,11800532,11655752,11710697,12215679
"588/920.4151mz/3.51min",2513.5776,4189.296,155921.3,837.8592,44749.63,837.8592,837.8592
"589/560.999mz/3.52min",1131972.2,1112288.4,991985.7,1151656,1097886.5,1218125.9,1249457.6
"590/262.921mz/3.52min",247701,230111.42,298675.12,239723.9,317531.28,255678.1,213226.39
"591/271.0247mz/3.51min",33327.925,29057.121,123301.63,29511.12,1000417.2,26957.088,37144.73
"593/431.0982mz/3.52min",4277047.75,5576949,2740403.2,12359990,4653893.5,3508503.5,3900202
"594/641.2355mz/3.53min",244408.27,128979.125,162258.94,269235.06,679060.9,261040.77,227775.77
"595/320.114mz/3.53min",4734924.75,3688938.8,4052973.8,5258188,8272388,4842752,4627097.5
"596/500.1773mz/3.53min",169361.005,134137.11,133400,206193.52,320328.16,181114.61,157607.4
"597/317.0302mz/3.54min",45064.17,30843.506,13183.145,173263.77,74862.26,34554.758,55573.582
"598/447.0931mz/3.54min",342285.25,219127.56,262761.56,1203571.5,448666.38,306443.25,378127.25
"599/277.0717mz/3.55min",61121.4035,39487.64,107362.43,33275.344,398074.47,65810.08,56432.727
"600/206.0458mz/3.55min",860841.4,1357769.9,418727.47,878509.3,576291.25,843173.5,1232045.1
"602/281.103mz/3.56min",436769.955,203111.03,573039.9,331097.16,40622.206,653026.6,542442.75
"604/826.3731mz/3.56min",1073763.42,983817.94,619001.5,1698372,384734.2,1732076.8,1163708.9
"605/182.0539mz/3.56min",163228.44,350041.25,203399.1,242023.28,92883.77,123057.78,121300.24
"607/223.0612mz/3.57min",1165461.88,1350543.2,1795503,1507523.8,204188.42,980380.56,957435.5
"608/224.0644mz/3.56min",98059.0175,123018.305,195317.44,144467.58,5368.2437,71561.664,73099.73
"610/921.3682mz/3.57min",1179705.9,1236604.9,943686.4,1129267.4,1299896.8,1229538.2,1129873.6
"611/151.04mz/3.58min",144672.46,225527.56,163626.16,89524.164,85052.92,138149.75,151195.17
"614/263.0561mz/3.58min",1757170.2,1675935.6,1473665,1838404.8,1200875.1,2265050.5,1929887
"619/869.4155mz/3.59min",29290849,38684664,26200054,27590094,36047092,29558818,29022880
"620/853.4202mz/3.58min",2234169.25,1643000.5,1263787.5,2194356,2273982.5,3407438.8,2373940
"621/870.4184mz/3.59min",13387587.5,17729846,11908798,12515363,16604055,13562378,13212797
"622/264.0594mz/3.58min",242058.29,222406.08,209547.53,261710.5,159402.5,298500.88,273928.06
"623/871.4224mz/3.59min",4540249,6165112,3887993,4242535.5,6393480,4664477.5,4416020.5
"624/517.0988mz/3.59min",536263.49,561379.2,844072.1,2383289.5,78940.66,511147.78,472223.94
"625/872.4266mz/3.59min",1065724.35,1739627.4,964873.3,1061888.9,1710064.2,1035214.8,1069559.8
"626/341.0332mz/3.6min",101164.9275,159940.77,100307.375,115731.63,79221.65,75861.484,102022.48
"627/967.3825mz/3.59min",304364.86,408103.28,289091.66,289182.06,234342.55,319547.66,341996.1
"630/196.9761mz/3.59min",1563895.8,1280545.1,1579559.5,748067.56,1931059.9,1548232.1,1596918.8
"631/405.0106mz/3.6min",7379504,7031613.5,7845490,6994659.5,7697231,7061777,8152903.5
"632/407.0044mz/3.6min",521951.39,494201,568067.8,497639.7,546010.75,497892.03,552467.1
"635/568.2511mz/3.61min",531497.655,525617.06,691638.06,537378.25,579644.25,303602.03,331748.5
"637/290.916mz/3.61min",257072.725,87031.81,258206.42,270888.03,267686.4,255939.03,216774.72
"638/207.066mz/3.63min",137779.445,547078.7,155617.02,1516153,70244.94,102281.79,119941.87
"642/264.0877mz/3.63min",398639.12,400739.4,345274.78,396538.84,272184.53,563424.9,464165.94
"644/867.3993mz/3.63min",205601.555,168714.66,118693.734,296242.25,242488.45,307476.6,92685.68
"649/195.0662mz/3.65min",96339.629,519968.66,131072,193820.77,61607.258,40270.895,33403.848
"650/165.0556mz/3.65min",197205.765,488707.16,158786.31,1213884.9,171639.4,195624.75,198786.78
"652/301.0354mz/3.66min",1577817.2,1342176.9,126724.99,1813457.5,169552.11,3030695.8,1838758.9
"654/447.0932mz/3.67min",235123.285,233444.55,338771.44,740932.6,158457.36,220623.45,236802.02
"655/144.0455mz/3.67min",552719.06,302989,1127063.2,599086.06,598002.5,507435.62,315831.34
"656/435.1772mz/3.67min",1703526.1,4410929.5,1497903.8,2207886.8,1551181,1039133,1855871.2
"657/431.0982mz/3.64min",61725.133,128591.086,15789.771,439316.4,58136.434,65313.832,54980.895
"658/198.9996mz/3.68min",76482.9,76482.9,76482.9,382414.5,76482.9,76482.9,76482.9
"662/501.1038mz/3.68min",47971.1755,72797.57,83290.375,310186.3,2503.5914,23144.781,12517.957
"663/317.0668mz/3.69min",59759.44,239702.75,35244.43,528234.4,45412.95,68053.93,51464.95
"664/991.2962mz/3.69min",733637.8,669194.3,148913.05,762343.2,705521.6,761754,795429.94
"665/997.2954mz/3.69min",1579290.35,1435836.8,552147,1694668.9,1525687.2,1632893.5,1654808.5
"666/995.2956mz/3.69min",1269844.2,1198838.2,451926.22,1346728.9,1225986,1313702.4,1345721.5
"667/994.2963mz/3.69min",1045077.25,991565.1,200657.4,1107047.4,1012089.5,1078065,1128073.6
"668/235.0248mz/3.74min",200123.195,208691.94,318886.34,131345.5,191554.45,254643.06,67183
"669/630.263mz/3.71min",83158.3615,117521.77,216356.25,18331.904,186975.44,21248.35,48794.953
"670/952.3277mz/3.71min",691876.095,896394.06,714350.44,623656.2,591604,673661.75,710090.44
"671/967.3119mz/3.71min",779220.5,883928.5,778490.5,779950.5,697275.5,731487,795053.3
"672/948.3261mz/3.71min",246026.14,297565,255097.55,247014.11,214621.12,232075.05,245038.17
"673/950.3217mz/3.71min",4223354,5043987.5,4283784.5,4223742,3935027.8,4222966,4107770.2
"675/940.2929mz/3.71min",251791.505,178433.94,273588.2,312298.1,144897.69,229994.81,317345.7
"676/949.329mz/3.71min",105957.795,132214.02,118476.2,104193.14,92523.555,98830.47,107722.45
"677/199.0976mz/3.71min",128641.327,129074.484,93921.164,366045.75,184989.25,128208.17,107097.98
"679/247.0611mz/3.72min",201362.065,305674.22,497144.47,183958.95,112932.31,206602.03,196122.1
"681/193.0505mz/3.74min",330286.53,358605.62,82142.04,479794.53,77337.164,301967.44,368554.56
"682/851.4048mz/3.75min",258144.38,82626.04,26535.824,8375575,433662.72,62740.734,9333208
"685/914.4004mz/3.8min",6151912.25,6720863,5582961.5,4427532.5,12118011,6844848,5386814
"686/223.0611mz/3.71min",88355.2725,146607.14,132097.58,96185.49,3886.0088,80525.055,52503.188
"690/359.0768mz/3.76min",162671.63,163987.34,3601.96,499518.78,161355.92,172501.52,157683.94
"692/339.0177mz/3.75min",478015.96,757054,428572.28,502676.22,248823.92,520270,453355.7
"694/315.0147mz/3.75min",963750.2,881475.5,181748.9,1046024.9,35112.43,2086396.8,1550448.1
"695/547.0883mz/3.75min",95297.19,134978.14,44450.117,73650.62,8890.0234,138529.92,116943.76
"698/265.0717mz/3.76min",49483.201,47932.242,60759.66,51034.16,90677.87,43629.816,21410.969
"700/219.0298mz/3.76min",111758.69,258940.14,83280.7,1102583.8,22877.178,109783.83,113733.55
"701/221.0455mz/3.77min",77594.7225,94182.72,65841.07,133999.77,13866.551,76487.625,78701.82
"702/697.3305mz/3.76min",1665400,1907315.1,1868404,1462396,1953417.2,1400682.1,1351657.6
"703/277.0717mz/3.76min",76291.11,133507.61,57674.777,77624.66,93632.984,52271.848,74957.56
"704/515.099mz/3.76min",274654.75,291465.28,12820.2836,64101.418,304256.34,268135.4,281174.1
"707/355.0457mz/3.77min",35270.816,176354.08,940021.94,35270.816,35270.816,35270.816,35270.816
"708/280.0827mz/3.77min",23820.43,23820.43,23820.43,119102.15,23820.43,23820.43,23820.43
"709/919.408mz/3.77min",43695.474,64771.35,934427.5,4523.9196,182990.14,4523.9196,22619.598
"710/946.4266mz/3.77min",162001.7785,291437.34,2535616,23402.559,950137,8169.7314,32566.217
"712/292.1191mz/3.77min",1705848.6,1713697.6,2083320,1681610.6,2986871.5,1612294.5,1697999.6
"713/883.4311mz/3.77min",469823.795,803986.25,8129481.5,119002.234,2886142.8,135661.34,61376.965
"715/885.4376mz/3.75min",64356.9225,116113.35,1219523.1,3935.2183,414153.16,12600.495,3918.8433
"718/387.1083mz/3.78min",207303.04,700062.8,194524.83,1114903.2,114892.19,209991.86,204614.22
"719/191.0349mz/3.78min",553633.32,528365.94,578900.7,701253.9,491961.66,661554.44,527410.56
"720/199.0976mz/3.78min",1419975.4,1573394.8,1928360.2,1332992.4,1355438.1,1454805.4,1385145.4
"722/235.0248mz/3.78min",298678.8,266763.94,300212.88,407304.78,255942.9,343573.8,297144.72
"723/517.1mz/3.78min",42738.152,51685.992,68674.67,193400.69,4721.618,26024.475,33790.312
"724/898.4054mz/3.79min",437844.13,378862.1,309416.4,338155.22,496826.16,1045424.9,575857.2
"726/835.4098mz/3.79min",1176456.4,975732.6,796120.56,859895.4,1399856.2,2570471.8,1377180.2
"727/1087.436mz/3.79min",156846.885,152983.97,160709.8,142884.42,266841.9,191517.92,107278.414
"728/196.9761mz/3.8min",529686.58,303681.16,557445.56,365748.6,866514.1,856385.6,501927.6
"729/837.4166mz/3.79min",140699.935,71556.66,110565.5,117694.42,175221.16,323457.3,163705.45
"731/887.3814mz/3.8min",2067457.5,1420491,1886537.5,2050745.1,2489148,2084169.9,2312070.5
"737/851.4048mz/3.8min",16400148,17161422,15638874,11795514,37465204,17692970,12706358
"738/287.0197mz/3.8min",851904.53,1535369.1,874039.06,681472.56,829770,730968,1030197.25
"739/853.4123mz/3.8min",2513639.15,2831953.5,2451132.5,1802738.8,5877682.5,2576145.8,1986210.6
"740/279.051mz/3.8min",809454.98,676354.56,836222.06,914166.4,685273.25,1017358.2,782687.9
"741/941.3998mz/3.8min",253335.33,317968.75,123180.836,99081.08,594893.25,292183.56,214487.1
"743/888.3844mz/3.8min",930733.2,659406.44,841125.44,923203,1173074,938263.4,1065496.4
"744/261.0403mz/3.8min",141045.125,114202.336,135920.11,146170.14,169870.89,171725.53,128854.734
"745/342.0463mz/3.8min",291873.79,254920.67,327047.25,260965.02,179379.62,458483.9,322782.56
"746/261.0767mz/3.81min",220071.245,390089.8,446615.4,102388.234,15080.855,201707.47,238435.02
"747/166.0509mz/3.8min",35879.671,684675.25,15879.152,6324241.5,1076.5652,5382.826,55880.19
"748/854.4171mz/3.8min",652915.5,747552.06,644733.56,467399.94,1568417.6,661097.44,530504.1
"749/949.3723mz/3.8min",331850,357735.28,296707.12,177814.4,538660.94,355575.16,308124.84
"751/916.4087mz/3.81min",1101657.4,1300570,1060044.6,733029.94,2235036,1143270.2,999038.2
"752/516.224mz/3.81min",3481.6812,5802.802,571462.4,1160.5604,1160.5604,1160.5604,6877.029
"754/917.4139mz/3.81min",302977.39,367429.53,283576.84,199634.75,661664.7,322377.94,276551.28
"755/855.4221mz/3.81min",135272.605,184273.03,139991.64,99755.336,356284.66,130553.57,112016.78
"758/867.3989mz/3.82min",269578.725,294078.7,241240.22,203250.38,502109.3,433111.16,245078.75
"761/421.0055mz/3.84min",172922.93,183024.48,169546.56,176299.3,167537.08,164013.9,216383.56
"762/285.1708mz/3.84min",194207.16,284727.97,362508.62,190832.55,197581.77,103149.79,134806.28
"763/259.0612mz/3.84min",217535.44,278029.1,431542.4,334409.97,73809.586,129831.73,157041.78
"764/413.0876mz/3.84min",1223585.15,2182946,661081.9,4185055.8,1523026.1,686223.5,924144.2
"767/459.2823mz/3.85min",415240.72,445162.1,470647.03,332490.94,642786.1,385319.34,385120.62
"770/301.0354mz/3.85min",108428.085,254708.42,1200990.2,118869.5,3643.1226,97986.67,18215.613
"775/270.0619mz/3.86min",146891.42,148073.31,145709.53,383018.5,86487.75,83101.18,185129.92
"776/207.0662mz/3.86min",2764645,5479682.5,2410054,7607532.5,1669462.5,1329730,3119236
"777/208.0696mz/3.86min",331326.825,654560.2,280451.25,929050.94,88762.86,162726,382202.4
"778/564.1297mz/3.86min",53756.8825,284432.7,5551.142,5551.142,27755.71,79758.055,167426.42
"779/852.3887mz/3.86min",513870.795,531600.75,423156.53,584716.94,496140.84,677174.7,406675.66
"781/679.3196mz/3.87min",133715.4275,247313.52,33315.98,114877.875,114862.945,156168.81,152552.98
"782/725.3253mz/3.87min",245608.305,368942.5,83995.09,215856.39,171603.73,298390.66,275360.22
"784/196.0695mz/3.86min",163099.095,186423.61,246602.58,13672.979,294248.62,131432.47,139774.58
"785/195.0662mz/3.87min",1789935,2213281.2,2513636.8,482793.25,2872527.8,1340494.4,1366588.8
"786/742.3157mz/3.87min",458008.45,758615.1,203844.77,297739.78,381856.34,642857.94,534160.56
"787/355.0456mz/3.86min",13349.2235,76702.96,224537.38,11387.664,2277.5328,15310.783,2277.5328
"790/395.077mz/3.89min",3579851.75,4382898.5,2269605.2,9084518,3911071.5,2952640.2,3248632
"791/458.0728mz/3.89min",1217424.5,1427357.4,712978.5,2920119.8,1315239.2,979949.5,1119609.8
"792/459.0762mz/3.89min",274197.91,306584.22,160823.23,669455.44,295731.8,226755.47,252664.02
"793/781.331mz/3.9min",4293.20628,27012.854,329125.3,1431.06876,1431.06876,1431.06876,7155.3438
"794/431.0537mz/3.89min",90158.075,91330.28,40379.492,379118.75,69203.766,88985.87,147401.66
"795/575.1408mz/3.89min",197340.145,260938.12,101016.914,505627.75,239757.73,154922.56,150162.95
"796/791.1621mz/3.89min",165177.053,249026.56,61929.95,1131280.1,199940.84,105816.055,130413.266
"797/287.056mz/3.91min",37330.8525,199729.2,333535,7480.7163,1496.14326,29938.182,44723.523
"798/718.3346mz/3.9min",74817.76,373533.94,2328330,37009.63,4304.6714,21523.357,112625.89
"799/443.2874mz/3.9min",298328.58,270805.7,353213.22,114817.984,311955.1,303102.94,293554.22
"800/490.2038mz/3.91min",77663.1315,116175.305,366323.8,54567.613,100758.65,1549.4754,7747.377
"801/273.0405mz/3.91min",1748783.35,2706237,1336883.9,846529.5,2654087,1579675.8,1917890.9
"802/547.0881mz/3.91min",73768.0025,154265.34,34588.797,31834.275,49583.2,107135.92,97952.805
"803/301.1405mz/3.91min",40784.3825,68364.85,230304.34,24114.725,57454.04,3937.3005,787.4601
"805/473.1817mz/3.94min",1802.6662,1802.6662,254181.17,1802.6662,9013.331,1802.6662,1802.6662
"806/201.1132mz/3.92min",260761.555,242474.4,228625.28,550901.1,324615.75,254806.89,266716.22
"807/449.1564mz/3.91min",241000.115,425665.44,198054.45,318938.7,176193.92,136552.19,283945.78
"809/512.1926mz/3.91min",23352.5735,50123.633,1058850.8,22433.61,4486.722,4486.722,24271.537
"810/179.071mz/3.92min",401110,487803.62,576471,848470.1,86668.11,294724.38,314416.38
"811/223.0612mz/3.92min",2987136.85,3546195.5,4216874,6049671,606778.06,2428078.2,2236590
"812/224.0645mz/3.93min",341954.53,409553.06,480898.44,713995.3,62120.5,274356,255161.58
"813/403.1395mz/3.9min",109919.655,48190.45,21638.98,4327.796,943328.4,248107.27,171648.86
"814/977.2843mz/3.94min",213711.415,159725.5,19530.547,199326.58,359961.38,271977.75,228096.25
"815/261.0767mz/3.93min",463492.79,719419.8,71968.99,207565.78,72768.375,971792.7,1218325
"816/315.0147mz/3.89min",22862.4695,22136.064,170584.06,4427.2128,4427.2128,23588.875,40508.008
"817/849.3888mz/3.93min",517346.205,758149.2,297518.12,424134.3,734674.56,482888.97,551803.44
"818/1022.2908mz/3.94min",1135570.6,718114.56,264290.94,1116674.4,1639364.2,1471383.2,1154466.8
"819/979.2845mz/3.93min",271735.4,189926.94,57489.406,272068.4,444632.12,324335.94,271402.4
"820/1015.2613mz/3.94min",258751.305,107767.27,57877.05,336784.5,226672.61,290830,362898.38
"821/1019.2917mz/3.94min",771329.55,505443.5,181123.7,750592.1,1195175.9,1035006.8,792067
"822/1023.2906mz/3.94min",1387999.9,923094.2,333240.97,1350368.4,2042183.8,1840584.1,1425631.4
"823/317.0303mz/3.94min",5662003.5,13683561,30939982,5372549.5,35265.93,5951457.5,1865423.6
"824/1025.2908mz/3.94min",1745770.8,1122987.8,411030.84,1717819.2,2557434.5,2262603.2,1773722.4
"825/1036.2813mz/3.94min",312382.42,218082.34,77632.77,306787.5,441241.47,375556.53,317977.34
"828/1042.2809mz/3.94min",722155,495011,152172.67,673107.9,959023.25,852973.94,771202.1
"829/1040.2806mz/3.94min",553212.38,392508.94,127890.32,529996.7,779367.56,648712.8,576428.06
"830/976.2848mz/3.94min",171269.89,128493.85,20389.176,183696.56,309497.22,222362.77,158843.22
"832/1039.2809mz/3.94min",439928.31,323520.38,57914.234,417012.9,612227.8,548383.3,462843.72
"833/196.9761mz/3.91min",698311.75,396454.4,607504.8,517613.38,789118.7,953410.06,818393.3
"835/501.1038mz/3.95min",157714.115,197227.56,338042.84,1306273.2,118200.67,69304.78,112684.305
"836/231.1237mz/3.94min",52731.075,17577.025,17577.025,17577.025,354756.47,246260.69,87885.125
"840/429.0826mz/3.96min",99120.4,92921.25,9658.648,602087.7,48293.24,120138.54,105319.55
"842/518.1668mz/3.95min",110485.13,335964.22,50071.57,270411.62,8401.377,61681.87,159288.39
"843/267.1237mz/3.95min",172815.696,57605.232,57605.232,57605.232,339551.38,321023.72,288026.16
"844/409.1502mz/3.95min",142274.514,47424.838,47424.838,47424.838,1638058.2,237124.19,243750.38
"845/526.1718mz/3.96min",2295.17082,22912.3,289867,765.05694,765.05694,765.05694,3825.2847
"846/246.9261mz/3.97min",272464.485,216905.69,239063.81,189369.52,501416.22,332380.44,305865.16
"847/732.3146mz/3.99min",50434.706,197234.12,1020600.94,23810.967,994.58692,4972.9346,77058.445
"848/413.0876mz/3.97min",91665.925,97201.62,36964.152,380080.2,133696.53,66022.46,86130.23
"849/206.0539mz/3.98min",1349687.25,3550593.5,1171915.8,5402660.5,373148.28,1294010.9,1405363.6
"850/205.0506mz/3.99min",12708860,29523720,10446651,44725384,4041259.2,12850721,12566999
"852/309.1344mz/3.99min",31967.1885,13804.885,847.4744,4237.372,50129.492,166886.08,98480.15
"853/309.1013mz/3.99min",317090.545,126087.836,321070.75,313110.34,383153.03,333960.7,136150.69
"855/781.3308mz/3.96min",4293.20628,26628.746,225404.69,1431.06876,1431.06876,1431.06876,7155.3438
"856/550.3287mz/4.0min",1700014.55,2388441.5,2038361.6,283134.22,19892.363,1697624,1702405.1
"858/718.3345mz/3.96min",40700.261,137837.78,856365.9,28570.28,1807.234,9036.17,52830.242
"860/459.2023mz/4.0min",7994.7016,7994.7016,39973.508,7994.7016,162299.06,7994.7016,7994.7016
"861/265.1081mz/4.01min",321799.68,107266.56,107266.56,107266.56,1369541.4,580302.2,536332.8
"862/266.1114mz/4.01min",39295.0476,13098.3492,13098.3492,13098.3492,177286.77,85584.8,65491.746
"864/469.0984mz/4.03min",131129.305,153243.9,84754.55,241846.19,145422.6,116836.01,83599.17
"865/276.0593mz/4.03min",123996.68,350604.84,4541.575,340094.72,86362.72,146135.06,101858.3
"866/679.3197mz/4.03min",173913.655,267834.06,39202.902,177670.08,175775.67,172051.64,171865.34
"868/472.1513mz/4.03min",446933.535,465023.1,273936.16,428843.97,54787.232,700563.25,512900.03
"869/289.0353mz/4.03min",271722.14,291288.8,202843.9,521627.25,274461.12,268983.16,245117.42
"870/180.0665mz/4.03min",149428.43,937700.1,55006.418,7523429,131187.78,113896.88,167669.08
"871/245.0455mz/4.03min",2410522,2648794,1783118.5,4057038,2569257.8,2251786.2,2125309.8
"872/579.0782mz/4.03min",158472.86,216459.39,94839.2,596718.06,174463.53,142482.19,126317.37
"873/432.1016mz/4.06min",447898.46,839239.25,475250.12,2907124.8,420546.8,403989.3,398430.88
"874/275.0561mz/4.03min",909504.27,2577380,137027.62,2457868.5,627916.1,1066514.1,752494.44
"875/399.1083mz/4.03min",90155.952,118833.27,82598.164,295035.7,97713.74,52297.25,67676.25
"876/742.3157mz/4.03min",135436.275,204976.66,55253.973,102635.25,125946.41,161390.1,144926.14
"880/179.0709mz/4.05min",228737.985,947554.06,165250.25,564073.4,292225.72,136480.75,117898.17
"882/425.2027mz/4.05min",132765.345,326676.12,159656.03,54566.234,477215.03,105874.66,89217.08
"884/431.0982mz/4.06min",2121217.2,3784599.2,2202612,12738703,1987482.9,1840520.5,2039822.4
"887/206.0822mz/4.03min",1121.2163,5606.0815,1121.2163,1158501.8,1121.2163,1121.2163,1121.2163
"888/261.0768mz/4.06min",509355.16,841987.1,1025.76172,176723.22,5128.8086,3213839.2,1937827.1
"889/285.0405mz/4.07min",228775.835,472878.2,921157.3,190595.73,37742.96,266955.94,188714.8
"891/403.1394mz/4.07min",51489.0516,17163.0172,17163.0172,17163.0172,489727.5,110295.03,85815.086
"892/267.1237mz/4.04min",25930.2372,8643.4124,8643.4124,8643.4124,138716.3,89363.64,43217.062
"894/190.9486mz/4.08min",482625.22,459197.3,569584.56,425452.12,632134.4,496338,468912.44
