"","filter","NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML","NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML","NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML","NEG_D5-211-C1-a_Run92.mzML","NEG_D5-211-C1-b_Run95.mzML","NEG_D5-211-C1-c_Run98.mzML"
"441/248.9603mz/8.97min",1045372.4,1288573.6,1364341,1321688.6,780418.8,790934.6,802171.2
"442/112.9857mz/8.97min",6857770.75,6577795,7137746.5,8252140,8025912,6212821,5535635.5
"445/180.9728mz/8.97min",522301.48,350316.38,710418.56,705431.3,294394.3,511138.4,533464.56
"446/316.9475mz/8.97min",743715.95,881396.1,1061860.5,1116606.2,606035.8,403151.66,530542.6
"447/383.1894mz/8.97min",1614547.05,1527508.9,1560173.6,1608005.2,1745114.2,1621088.9,1713349.5
"451/353.1425mz/8.98min",303590.5,359581.53,394887.47,455887.38,170714.45,120378.99,247599.47
"452/381.1737mz/8.98min",762836.75,762476.4,810110.25,834050,663301.2,553934.25,763197.1
"453/355.1581mz/8.98min",1912791.5,1779148.4,1759750.1,1894935.1,1995729.8,1930647.9,2009324.6
"457/183.9342mz/9.04min",14680522.5,12739519,15411479,10249911,14463100,14897945,15267402
"458/229.9009mz/9.06min",805150.7,448090.6,533353.9,342215.47,1076947.5,1213165.6,1162258.8
"460/139.9445mz/9.06min",3284434,4645120,5572134,1388615.9,1833440.9,1923748,5014085
"461/199.9292mz/9.1min",887950.29,201257.28,327509.78,216470.03,1448390.8,1923457.6,1503553.1
"462/312.8361mz/9.08min",2035590.65,2110466.2,1905496.6,1973860.1,1930293.2,2216107.5,2097321.2
"463/427.2338mz/9.09min",882390,1492815,1388974.2,1472346.1,339836.4,375805.8,302513.5
"464/124.0015mz/9.16min",656273.97,689917.9,727971.2,659761.94,613053.7,588382.7,652786
"465/355.1581mz/9.16min",573579.375,633205.06,590728.25,556430.5,549029.25,517897.1,663926.8
"467/383.1894mz/9.16min",356273.25,363823.3,400549.3,348723.2,297996.34,340514.34,405387
"468/693.4408mz/9.16min",1081181.85,1461694.6,1466927.2,1178418.6,729982.6,798485.44,983945.1
"470/139.9445mz/9.14min",1807133.8,1727091.1,1689195,5522071.5,1811065.5,1803202.1,1889363.4
"471/411.3843mz/9.34min",792976.9,811137.2,826110.8,915720.25,697665.2,658306.44,774816.6
"472/467.2832mz/9.39min",392520.88,380503.6,404538.16,368682.25,452257.5,372147.53,577069.3
"474/124.0015mz/9.4min",324227.31,255133.16,467265.9,390528.22,452505.47,200994.12,257926.4
"475/101.9809mz/9.4min",1048973.375,920455,1101888.2,1149702.5,1071391,843027,1026555.75
"478/101.9809mz/9.62min",1006147.73,549618.44,1028860.4,983435.06,1216801.1,802831.44,1085381
"480/355.1582mz/9.61min",347035.315,472203.28,248014.81,255479.53,209303.75,455837.1,438591.1
"482/248.9604mz/9.61min",1118265.7,1060127,1176404.4,1178751.9,1023440.06,882114.94,2927413.8
"484/124.0015mz/9.62min",529722.75,341007.84,546398.7,241626.12,513046.8,624662.1,719923.94
"487/481.2989mz/9.67min",482300.705,430845.34,507836.16,456765.25,527726.25,417919.94,690241.6
"489/248.9604mz/9.93min",1156259.65,1082891.9,1194062.5,1118456.8,4489353.5,2803187,964220.5
"490/452.9228mz/9.92min",207361.145,281760.8,242655.81,501193.22,68488.57,172066.48,134923.2
"491/496.3173mz/10.01min",784536.5,768596.44,800476.56,908394.25,765658.06,602491.1,918601.25
"492/495.3148mz/10.01min",2148747.2,2102587.2,2194907.2,2467396.8,2084169.4,1664083.1,2466890.5
"493/395.3892mz/10.01min",542801.15,502104.6,583497.7,627536,675261.8,306104.8,482038.1
"495/101.9809mz/10.02min",912825.225,797763.75,863306.3,924293.7,1782145.2,901356.75,1023681.3
"496/124.0015mz/10.03min",599762.73,549267.75,512205.2,605635.56,1762500,593889.9,749204.25
"499/248.9604mz/10.15min",1116069.72,1244097.5,907595.2,1257384.6,1393650,988041.94,937662.56
"500/136.863mz/10.16min",227212.955,190411.97,264013.94,187364.83,148142.52,291797.88,277376.3
"501/134.8651mz/10.17min",574747.06,477500.56,671993.56,471201.84,396554.5,739063.7,737552.7
"503/132.8678mz/10.17min",990863.93,703421.9,989818.3,632843.9,991909.56,1047343.6,1060033
"504/102.9568mz/10.18min",754293.9,720023.6,667270.6,689183.7,891296.6,788564.2,836736.9
"505/112.9857mz/10.19min",13218419,14949405,13456978,14138198,9727664,12920884,12979860
"506/180.9729mz/10.18min",1075654.375,1489377.1,1406167,1498833.6,704839.06,727942.1,745141.75
"508/384.9352mz/10.22min",677604.5,1081785.8,1102557.4,1057160.6,120954.32,258616.03,298048.4
"509/452.9226mz/10.23min",464883.945,812062.25,822606.6,775885.44,108774.36,153882.45,143153.03
"510/316.9477mz/10.22min",1289388.925,1921094.4,1952850.8,1887839.6,553733.3,690938.25,622746.25
"511/248.9604mz/10.22min",1861089,2323958.5,2291729,2278506,807876.5,1443672,1351408.5
"512/520.9099mz/10.23min",236666.002,452799.6,553720.9,417558.75,3363.231,55773.254,54620.375
"513/807.5037mz/10.26min",1433763.415,397334.03,304603.56,127820.64,2470192.8,3060341,2745523.8
"514/805.4873mz/10.27min",6930.84,6930.84,6930.84,6930.84,967987.56,34654.2,6930.84
"515/387.1142mz/10.26min",23497.657,10655.934,3965.0945,793.0189,36339.38,41952.727,63896.535
"516/863.566mz/10.26min",2200655.55,403612.12,403612.12,2018060.6,2728914.2,2743710,2383250.5
"517/835.5353mz/10.27min",5729206.25,5521989.5,4774478.5,3830914.5,6046623,5936423,6422452.5
"518/599.3205mz/10.31min",897090.375,1086160.2,1259401.1,1063285.5,261274.4,368661.7,730895.25
"519/716.5242mz/10.35min",477723.59,298438.88,516480.3,487728.62,1658906,467718.56,88882.35
"520/153.8685mz/10.34min",117246.345,42485.742,22938.633,51921.24,182571.45,189785.83,199806.75
"521/118.9241mz/10.34min",508783.115,497319.1,491727.12,509275.03,508291.2,516742.6,518156.56
"522/192.9287mz/10.36min",622957.625,801989.94,703814.7,665910.75,553688.06,559647.3,580004.5
"523/802.5614mz/10.35min",325105.658,96894.516,62407.383,81924.945,553316.8,767691,787739.7
"525/126.8809mz/10.43min",930275.4,613246.6,541981.3,484536.53,1330498,1267755.2,1247304.2
"527/170.8708mz/10.43min",709041.69,471408.38,399911.5,366153.16,1010963.1,959728.56,946675
"528/136.8629mz/10.42min",1678352.3,1607167.6,1531360.4,1473447.9,1834341.4,1809073,1749537
"529/134.8655mz/10.42min",5569003.5,5224848.5,5058802.5,4781598,6167318,6060523.5,5913158.5
"530/132.8678mz/10.42min",5427680,5175647,4993884.5,4769448.5,5964722.5,5864045,5679713
"532/160.8421mz/10.44min",4679950.1,2724201.2,2440695.8,2261991.2,7133488,6834076,6635699
"533/162.8391mz/10.44min",4372785.5,2555224.5,2298828.2,2123792.2,6601231,6365640,6190346.5
"534/164.836mz/10.44min",1314907.15,757080.3,665122.94,616885,2008436.2,1935980,1872734
"535/199.8049mz/10.45min",263846.635,171585.83,168610.95,161810.27,371150.3,356107.44,369697
"536/197.8079mz/10.45min",597763.78,379951.72,382679.12,348938.44,812848.44,824483,835541.75
"537/207.8367mz/10.45min",1219808.425,1018436.75,975646.94,909181.7,1421180.1,1449596.1,1430306.9
"538/195.8108mz/10.45min",465836.575,292915.34,297769.4,278063.44,633903.75,638085.8,648927.4
"539/205.8396mz/10.45min",1293619.15,1076954.5,1025870,964289.9,1510283.8,1517754.8,1529375
"540/187.861mz/10.49min",1448522.85,880041.7,609457.7,561674.94,2336324.8,2151422,2017004
"541/189.858mz/10.49min",803271.37,415885.34,379005.9,351987.7,1390171.5,1254251.6,1190657.4
"542/281.2485mz/10.49min",14419.506,7378.9307,14890.805,13948.207,15482.622,5153.485,41146.48
"543/191.9463mz/10.54min",2966607.85,2680130.5,2979515,3063358,2968896.2,2710841,2964319.5
"544/174.956mz/10.54min",14937540,14942844,15257343,14932236,14474519,15091752,14884494
"545/96.9601mz/11.1min",821818.55,841201.5,802435.6,900127.4,680959.5,753794,1529284
