"","filter","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_S4_MC_RCG_1_pos_20210511_Run70.mzML","GF_S4_MC_RCG_2_pos_20210511_Run90.mzML","GF_S4_MC_RCG_3_pos_20210511_Run170.mzML"
"7575/277.1796mz/4.98min",2569048.8,1906367.8,1300553.5,1835919.6,4189008,3326811.5,3231729.8
"7578/295.1901mz/4.98min",651052.94,460208.9,317041.44,484051.44,1040787.06,819172.4,818054.44
"7579/335.1825mz/4.98min",802049.6,497269.5,534907.6,619650.4,1085472.6,984448.8,1105734
"7582/547.3179mz/4.98min",2244884,2733982.2,2296643,2988072.2,1379794.8,1273360.1,2193125
"7586/275.2003mz/5.01min",895523.6,615363.7,474088.16,643702.7,1623911.8,1147344.5,1162015
"7587/293.2108mz/5.03min",1100058.85,650197.8,429133.7,601507.5,1617548.4,1588786.2,1549919.9
"7591/614.3291mz/5.0min",83392.0575,173834.45,71103.31,280967.75,65216.86,95680.805,60833.316
"7594/277.2159mz/5.0min",3426629.15,2619597.8,1569986.1,2847200.5,4647979,4006057.8,4038628.5
"7597/343.2223mz/5.01min",239981.062,704105.1,455010.06,811701.06,24856.355,24952.064,22442.803
"7598/333.2035mz/5.03min",692183.685,444081.47,420115.4,471252.62,1050509.5,913114.75,978465.4
"7599/195.1743mz/5.02min",100077.6,33359.2,33359.2,33359.2,273261.38,195306.02,166796
"7600/213.1848mz/5.02min",94716.714,31572.238,31572.238,31572.238,242626.66,158507.22,157861.19
"7603/592.4063mz/5.03min",645750.93,945642.2,648114.3,939560.7,526758.75,481267,643387.56
"7604/525.3067mz/5.03min",102861.25,223319.22,137309.81,234757.6,26467.816,59105.562,68412.69
"7605/320.139mz/5.03min",172379.1535,471251.62,283356.78,676719.56,22113.164,61401.527,44672.953
"7607/286.1547mz/5.04min",206867.745,596504.75,342124.44,989316.56,39538.51,61986.508,71611.05
"7609/377.7281mz/5.04min",313393.315,276920.38,236524.33,224224.61,349866.25,474339.3,429001.84
"7612/440.2752mz/5.04min",209938.505,336473.66,194619.14,339631.7,176905.9,208521.89,211355.12
"7613/562.3049mz/5.05min",231440.245,319874.8,270339.22,435580.6,89018.5,135072.77,192541.27
"7615/149.0233mz/5.05min",401859.6,375357.8,641541.56,383364.4,445333.97,334322.7,420354.8
"7617/495.3536mz/5.05min",599054.9,902236.6,648103.1,935318.5,391432,329638.5,550006.7
"7620/288.2894mz/5.04min",896436.52,335341.34,338383.34,585060.94,1227826.9,1207812.1,1760512.4
"7631/387.1798mz/5.08min",1015560.02,1275530.1,918271.44,806240.75,1641715,1112848.6,916635.06
"7632/404.2062mz/5.08min",126894.72,182792.5,108290.91,88644.336,249893.88,145498.53,90615.65
"7633/409.1617mz/5.08min",426026.39,417085.7,517773.22,357296.5,538685.9,426232.4,425820.38
"7635/105.0698mz/5.08min",249244.79,241500.11,150776.8,293270.38,313277.78,256989.47,168865.56
"7644/172.1695mz/5.12min",208801.04,252540.73,167141.77,257108.06,187696.39,171589.97,229905.69
"7648/202.1226mz/5.12min",242782.775,82681.3,58622.805,44770.465,546825.56,402884.25,597722.56
"7649/509.3693mz/5.13min",523759.24,602987.3,607147.25,564668.2,424358.2,482850.28,427100.7
"7650/277.1795mz/5.13min",342957.25,199212.17,126338.65,324066.44,472185.22,361848.06,391505.12
"7652/351.2139mz/5.13min",378662.255,220764.11,160222.86,194662.31,536560.4,586916.8,572871.75
"7653/440.2754mz/5.09min",296917.17,253585.02,152318.92,542500.25,298590.34,326136.78,295244
"7654/311.2212mz/5.14min",422246.595,233970.19,130789.97,350558.66,766229.94,493934.53,544728.7
"7659/626.3906mz/5.15min",1598971.4,1633808,1138399.9,1544809.4,2019230.4,1564134.8,2307476.5
"7662/596.8519mz/5.16min",1609208.55,2469288.2,1983800,2589131.8,408398.34,269153.28,1234617.1
"7664/444.2851mz/5.19min",192731.884,59083.168,18647.715,54291.67,628039.44,326380.6,690555.6
"7667/353.2296mz/5.17min",311767.76,241784.48,165151,375381.44,414030.12,248154.08,393548.03
"7669/338.2316mz/5.17min",120355.6865,10665.904,2133.1808,13949.373,505089.84,226762,432135.66
"7671/293.2107mz/5.17min",1774796.7,2082010.6,1401766.8,1592692.2,2718426,1739339,1810254.4
"7672/309.242mz/5.19min",281111.99,763030.94,514904.06,644551.6,21968.324,47319.92,17433.504
"7676/275.2003mz/5.19min",1848650.45,1766652.5,1161870.4,1849222.5,2123215.5,1848078.4,1860215.8
"7677/267.17mz/5.19min",148172.1935,46657.227,38850.355,32226.172,291842.34,450576.94,249687.16
"7679/225.1484mz/5.17min",342907.188,58452.816,36241.547,52705.465,991247.7,627361.56,694049.06
"7681/367.2453mz/5.2min",553364.535,1005198.4,1170045.8,1166216.1,63774.22,101530.67,70035.35
"7685/191.1429mz/5.21min",397264.61,337983.88,93443.28,319101.16,856861.94,456545.34,703229.44
"7687/575.3221mz/5.21min",101017.96,81134.81,28205.53,46054.973,143377.38,168866.39,120901.11
"7688/195.1379mz/5.23min",177593.52,441091.28,246083.83,400827.8,109103.21,78747.91,93935.72
"7690/304.2842mz/5.2min",1259479.85,1493548.9,1025410.8,1611232,163471.69,974971,1549442.5
"7692/383.1709mz/5.25min",71605.2365,132104.6,57827.023,259719.12,46955.88,85383.45,48269.035
"7693/316.2842mz/5.27min",791558.78,2447202.8,1648090.8,1323863.2,259254.36,170080.17,228130.48
"7694/372.2164mz/5.25min",207710.5575,29922.08,20939.383,44769.395,453639.06,370651.72,385051.72
"7695/232.1119mz/5.26min",390976.77,769010.5,654167.4,621695.7,99353.34,119450.89,160257.84
"7698/685.3916mz/5.27min",1818.87318,606.29106,606.29106,606.29106,3031.4553,17547.492,376582.12
"7702/311.2211mz/5.27min",494857.42,804533.75,393703.8,336172.38,500483.44,514997.16,489231.4
"7703/333.2034mz/5.27min",1144386.35,1105917.2,1114243.2,1179180.1,1262960.4,1037529.5,1174529.5
"7704/317.0916mz/5.27min",615989.625,212355.27,141138.6,264194.5,967784.75,1055073.8,1068469.6
"7706/313.2369mz/5.28min",804842.18,734903.56,469988.8,680716.9,939956.2,874780.8,961861.1
"7712/349.1867mz/5.29min",167099.18,235040.84,94612.695,492890.16,148525.02,151200.84,182997.52
"7714/277.2159mz/5.28min",4761322,4395266.5,2598829.8,3911065,5598203,5127377.5,5466426
"7715/335.2189mz/5.28min",4984494.75,4284816,3977401.8,4635126,5333863.5,5735878,6625523.5
"7718/344.6758mz/5.29min",888905.15,701506.3,465398.2,497749.1,1146027.4,1466048.6,1076304
"7720/688.3446mz/5.29min",999309.83,715130.56,383234.78,465651.34,1380085.1,1726372.1,1283489.1
"7721/295.2264mz/5.29min",3388593,3166009.8,1984022.6,2947921,4768962.5,3611176.2,3980224
"7722/710.3264mz/5.29min",267062.22,213282.72,109445.64,116226.28,368558.5,501462.62,320841.72
"7725/658.378mz/5.29min",141779.49,167952.73,83549.12,189706.78,98582.89,115606.25,196605.66
"7729/279.2314mz/5.3min",823409.98,502101.06,346671.34,443753,1275337.2,1144718.9,1297296.1
"7731/258.2061mz/5.31min",362497.33,344276.66,233799.55,381722.88,380718,338531.97,419460.25
"7735/292.1903mz/5.34min",396824.315,382291.94,265848.53,401593.66,392054.97,402694.12,463433.78
"7736/400.1861mz/5.35min",112877.834,247348.67,161261.48,396083.28,18104.596,58607.152,64494.188
"7737/768.5373mz/5.36min",16071.6895,17907.55,2847.1658,2847.1658,668937,37949.23,14235.829
"7738/592.4061mz/5.35min",132501.495,146926.67,91378.42,129695.02,147489.27,130297.57,134705.42
"7739/596.8517mz/5.35min",163560.035,208587.95,145510.8,224836.33,68493.4,116409.836,181609.27
"7741/249.102mz/5.36min",248258.455,283253.75,213263.16,510043.22,62729.402,210504.6,372817.47
"7742/228.1199mz/5.36min",462193.265,379618.03,200350.61,328677.34,2374986.8,544768.5,581094.75
"7745/376.259mz/5.36min",7999295.25,8186599,2351183,4278917.5,52774228,9722652,7811991.5
"7747/414.2148mz/5.36min",200371.315,144310.05,62131.195,124010.695,885917.2,278601.5,256432.58
"7748/398.2408mz/5.36min",5269595.5,4507212.5,2198489.8,3525173.8,17422778,6114027.5,6031978.5
"7749/393.2855mz/5.36min",3468089.85,3953033.2,974290.94,1705895.1,21134272,4499140,2983146.5
"7750/773.4927mz/5.36min",324473.63,255228.88,48971.26,144387.39,3479273.5,449493.2,393718.38
"7751/395.2317mz/5.36min",12944.6615,4238.495,847.699,847.699,549340.3,21650.828,23500.824
"7752/751.5106mz/5.36min",26440.5135,29507.23,4674.7594,4674.7594,1088052.6,48224.367,23373.797
"7756/316.2842mz/5.37min",327924.335,429279.84,1955224.5,2715896.2,36246.26,117654.94,226568.83
"7760/412.3163mz/5.45min",1252913.47,2024496.4,1542728.5,1763618.8,963098.44,915696.25,775555.9
"7761/670.3803mz/5.38min",319462.675,632.758,632.758,3163.79,635761.56,654630.56,1061133.8
"7763/454.2907mz/5.39min",61748.6515,136245.56,59505.023,125649.67,40373.43,55867.965,63992.28
"7764/692.362mz/5.38min",170081.955,3213.377,642.6754,3235.11,336928.8,635926.8,1053336.8
"7765/297.242mz/5.4min",449699.225,412426.2,256989.27,326261.62,533621.2,643025.9,486972.25
"7767/337.2346mz/5.4min",447203.48,432391.84,418165.62,462015.12,280535.72,512269.6,567208.3
"7768/279.2315mz/5.4min",577012.925,591298.6,337416.75,472888.78,612463.1,562727.25,712305.9
"7772/495.3535mz/5.41min",88910.755,116116.19,69713.664,102916.98,79841.945,82379.95,95441.56
"7777/318.2998mz/5.47min",4624682.75,12092991,8872040,6410146,2130034.2,2839219.5,2062130.4
"7781/288.2893mz/5.48min",482072.45,657596.44,422524.3,98762.39,541620.6,600944.94,171360.5
"7782/335.2189mz/5.45min",967990.775,884440.6,783094.4,963907.75,972073.8,1000968.8,1035411.1
"7783/321.6836mz/5.45min",152207.755,403189.2,180398.88,525770.2,75158.79,124016.63,86508.055
"7784/313.237mz/5.45min",189020.175,206781.62,111056.14,298406.1,166417.77,181719.02,196321.33
"7787/642.3603mz/5.45min",294745.12,759958.2,331171.4,921788.4,147772.34,258318.84,185157.92
"7788/401.3367mz/5.47min",335024.855,671976.9,504545.47,459124.16,166883.08,210925.55,78928.52
"7795/218.1174mz/5.46min",365089.715,307807.3,192195.67,328495.03,401684.4,518119.97,440537.75
"7797/241.1771mz/5.47min",1643914.8,1481063.8,711659.3,1806765.8,1967376,1303318.2,2352052.2
"7802/320.1909mz/5.49min",701008.6,548429.6,465363.3,650331.7,751685.5,794004.75,836627.06
"7805/251.2003mz/5.49min",602213.655,568585.56,296897.72,450021.78,768062,696264.1,635841.75
"7806/279.1952mz/5.49min",4841028.5,4644545,2648240,3957611.5,6292282,5718142,5037512
"7808/280.1985mz/5.49min",846850.225,824256.75,466728.38,696340.75,1109513.8,1003046.25,869443.7
"7809/319.1875mz/5.49min",4051302.25,3184719.5,2728677.2,3746618,4355986.5,4574246,4860981
"7810/297.2057mz/5.49min",1587089.75,1479431.1,824229.7,1282962,2075136.5,1864425.2,1694748.4
"7811/335.1614mz/5.49min",132874.147,85944.72,76221.77,115805.734,149942.56,157797.66,164028.56
"7818/280.2348mz/5.52min",373640.5,343494.5,223641.4,314993.44,411823.44,403786.5,446635.25
"7819/297.242mz/5.52min",1464687.7,1343980.2,915108.06,1334621.8,2135056.2,1946364.2,1585395.2
"7820/315.2526mz/5.52min",286837.435,275857.3,188704.72,280921.9,309733,292752.97,327461.03
"7821/279.2314mz/5.52min",1871124.1,1757606.1,1239330.9,1791216.4,2072699.9,1951031.8,1999625.5
"7822/367.2452mz/5.57min",303719.47,1406860.2,536332.4,1468981,21130.193,50598.406,71106.54
"7823/337.2345mz/5.52min",1973319.45,1747352.2,1573675.4,1930692.1,2015946.8,2081200.4,2375269.8
"7825/298.2454mz/5.58min",462323.68,509916.84,327987.38,537439.75,484126.2,293141.25,440521.16
"7826/163.0388mz/5.53min",77800.05,158678.12,129666.75,208020.83,25933.35,25933.35,25933.35
"7827/300.0507mz/5.53min",478204.765,1120878.5,922006.4,1320654.1,18253.299,34403.13,30714.338
"7828/739.4748mz/5.53min",383068.8475,33205.195,7462.1743,18895.256,973465.94,732932.5,1242259
"7829/316.3206mz/5.55min",415519.85,379560.7,176923.81,128669.39,1291801.1,602210.25,451479
"7830/370.2407mz/5.53min",109100.595,648.55,648.55,3242.75,305201.53,214958.44,422050.12
"7832/293.2107mz/5.55min",827660.525,723261.3,459699.62,642894.75,985396.44,953749,932059.75
"7834/318.2999mz/5.52min",3170636.45,1283941.5,12892183,13848946,125775.77,1303319.9,5037953
"7838/335.2189mz/5.56min",1342784.5,1204034.9,1066729.8,1337549.9,1441292.9,1348019.1,1508577.9
"7839/328.2842mz/5.59min",215903.4,813691.6,897359.06,359839,71967.8,71967.8,71967.8
"7840/295.2264mz/5.56min",1190596.35,1249708.9,696413.5,1071305.4,1446358.1,1131483.8,1272451.2
"7845/385.1978mz/5.57min",190031.1,316718.5,444779.28,413972.16,63343.7,63343.7,63343.7
"7846/333.2033mz/5.56min",449141.55,286505.97,124793.97,443522.38,662853.2,454760.72,483623.94
"7850/753.4235mz/5.58min",350907.8315,698242.25,810672.6,773445.44,714.6826,3573.413,714.6826
"7852/256.2996mz/5.61min",510466.89,805580.94,355939.22,222687.75,793613.75,664994.56,69765.92
"7854/297.2421mz/5.59min",3267383.7,3459686.8,2276483,3352065.8,3292868.2,3219916.5,3241899.2
"7855/337.2346mz/5.59min",2539649.75,2460246.5,2208180.5,2853107.2,2410009.2,2619053,2842138.2
"7856/279.2316mz/5.59min",1886790.85,2381702.8,1646813.8,2413082,1800205.5,1908676.1,1864905.6
"7857/266.0665mz/5.59min",142949.952,310453.8,238249.92,353725.72,47649.984,47649.984,47649.984
"7859/315.2526mz/5.59min",427183.03,597385.5,390184.9,583612.25,408182.34,433437.16,420928.9
"7863/287.2366mz/5.6min",366410.3,275145.7,153562.16,300698.44,468493.06,468354.5,432122.16
"7865/291.1951mz/5.61min",271320.545,201007.2,116534.734,233666.25,362784.1,308974.84,353324.66
"7867/199.1229mz/5.62min",168078.745,320349.47,166163.69,325079.5,102061.2,169993.8,124464.22
"7869/690.3605mz/5.64min",224657.695,645330,272162.06,721854.06,136043.19,177153.33,138560.6
"7870/345.6838mz/5.65min",238885.045,618628,306774.53,739014.7,132305.55,170995.56,143342.7
"7871/342.2999mz/5.68min",539570.88,1460511.8,928756.75,899284.8,179856.96,179856.96,179856.96
"7873/541.3132mz/5.66min",54965.615,173993.94,64736.63,212039.7,42899.11,42579.168,45194.6
"7874/191.1794mz/5.66min",241672.465,374756.75,148787.4,233253.77,250091.16,172076.75,270666.7
"7875/656.3761mz/5.66min",433037.14,1142007.8,481593.5,1382185.5,327761.94,380977.94,384480.78
"7876/328.6916mz/5.66min",288526.25,694896.94,339385.34,934875.2,210347.78,237667.16,236562.47
"7880/332.3155mz/5.7min",662801.345,1178018.2,721032.25,792754.8,210681.5,474651.28,604570.44
"7889/149.0597mz/5.71min",391622.075,296592.4,293576.8,226230.33,513758.1,576991,486651.75
"7890/337.1042mz/5.71min",328903.35,79580.62,172214.58,36218.438,485592.12,626384.2,670446.1
"7893/376.3053mz/5.72min",753118.65,450024.44,424292.84,487176.5,1122345.2,1019060.8,1099470.1
"7895/302.305mz/5.78min",3077535.7,3567634.5,2724634.2,1706360.2,3568842.2,3430437.2,867336.8
"7897/415.3525mz/5.76min",153013.56,297748.66,252964.48,259396.9,21156.695,53062.64,9268.275
"7901/350.2684mz/5.74min",219669.18,73223.06,73223.06,73223.06,366115.3,420827.06,408589.12
"7902/286.2737mz/5.79min",155509.5725,278063.94,243677.34,318213.4,67341.805,52070.953,48361.883
"7904/357.2783mz/5.75min",514943.185,429873.06,338747.97,499588.12,530298.25,615632.06,680409.94
"7910/493.2804mz/5.76min",884386.83,935842.7,853176.56,775216.3,959456.8,915597.1,709496.2
"7911/515.2624mz/5.76min",790167.325,719912.94,945301.3,767605.4,812729.25,836397.2,738355.25
"7912/309.2419mz/5.76min",130410.50435,368679.28,257616.8,374948.5,3204.2087,640.84174,640.84174
"7916/265.2523mz/5.77min",142898.298,47632.766,47632.766,47632.766,238163.83,273188.5,341389.88
"7917/283.2628mz/5.77min",639200.28,213066.76,213066.76,213066.76,1065333.8,1235583,1461885
"7919/281.2472mz/5.78min",197134.53,216918.08,163849.56,240170,189346.67,204922.39,180230.06
"7920/339.2504mz/5.78min",145588.945,144142.25,127834.336,193518.58,124214.31,147035.64,149286
"7921/330.2999mz/5.83min",650480.04,3485765.2,4398840,1084133.4,216826.68,216826.68,216826.68
"7923/295.2264mz/5.78min",645599.325,876988.44,483881.88,777872.56,327057.94,708000.9,583197.75
"7924/390.3209mz/5.78min",570567.8,432634,378918.03,441846.7,739518.75,738360.44,699288.9
"7926/317.172mz/5.78min",555637.955,411174.16,401052.4,374133.44,702392.4,700101.75,751690.94
"7927/295.1901mz/5.78min",149162.665,147902.83,89828.48,104353.93,206161.78,179914.62,150422.5
"7929/342.2998mz/5.76min",80032.24,80032.24,400161.2,1527015.8,80032.24,80032.24,80032.24
"7930/412.3182mz/5.76min",194485.86,781242.94,225071.61,475624.56,44090.13,68177.055,163900.11
"7932/277.1796mz/5.79min",820125.73,1030010.1,668459.5,736931.06,959388.44,860353.4,779898.06
"7937/378.2253mz/5.81min",42844.8145,148947.97,63302.496,187382.1,6756.3716,22387.133,10866.391
"7938/309.2055mz/5.82min",218386.18,521757.78,317981.78,408169.5,67016.086,118790.58,58057.613
"7939/349.1981mz/5.82min",296732.803,551706.7,563984.6,624796.9,15299.194,41758.906,33048.277
"7941/330.3361mz/5.87min",92011.547,138269.36,43637.31,3201.4739,701473.94,336139.25,45753.734
"7942/172.1695mz/5.84min",119714.562,303410.16,199524.27,606253.06,39904.854,39904.854,39904.854
"7943/440.2766mz/5.86min",505379.45,205439.25,273499.94,538067.8,880424.2,891189.4,472691.1
"7944/349.2732mz/5.84min",739562.55,869823.1,535283.25,801016.25,669925.8,786889.6,692235.5
"7945/389.2658mz/5.84min",381464.045,384993.06,333113.62,443595.34,322285.3,385059.78,377935.03
"7947/383.2787mz/5.85min",345848.75,529089,224361.03,341275.7,350421.8,524768.1,237330.62
"7949/405.2606mz/5.86min",547612.47,527601.94,324344.44,677011.94,340083.4,569676.3,567623
"7951/273.102mz/5.86min",358964.3,289040.8,228275.89,268804.3,458784.7,428887.8,554347.06
"7952/365.268mz/5.85min",201539.76,219196.72,94106.38,169493.25,183882.8,255573.7,224732.77
"7953/280.2631mz/5.86min",286422.07,277918.8,262109.95,285358.2,287485.94,316402.56,298432.25
"7955/344.3155mz/5.9min",1529274.11,6396820,4410256,2880282,111818.51,178266.22,25261.438
"7957/345.3189mz/5.93min",380356.14,1341932.9,977871.1,633926.9,126785.38,126785.38,126785.38
"7959/281.2471mz/5.88min",635785,931582.2,712478.75,1066824.1,469510.47,559091.25,443281.66
"7960/299.2577mz/5.88min",582601.33,951526.8,691177.94,1059440.9,411916.2,474024.72,432998.03
"7962/392.2539mz/5.89min",41429.381,44853.516,3259.5862,16297.931,828506.1,104256.44,38005.246
"7963/339.2502mz/5.89min",578983.99,804437.2,731779.2,1010722.3,339799.4,426188.78,364389.28
"7964/414.2354mz/5.88min",21788.226,19832.11,965.5124,4827.562,402570.75,54096.95,23744.342
"7965/317.2084mz/5.9min",402482.84,199985.55,443616.3,361349.38,560139.2,354429.94,627447
"7966/200.2008mz/5.89min",1695163.6,1829200.8,1659572.8,2364355.5,1498204.2,1669732.1,1720595.1
"7967/346.3311mz/5.94min",4533126.25,6933548.5,4598956,4467296.5,2493087.5,4679168,1944701.2
"7968/277.2159mz/5.9min",11137175.5,13708410,10026218,12835320,10505361,11541576,10732775
"7971/302.3049mz/5.87min",1823319.9375,101826.375,3576107.5,4114230,15251.579,113501.875,3533138
"7972/316.3206mz/5.96min",580990.5,1104078.9,570309.94,323538.6,770005.56,591671.06,80904.39
"7974/330.2998mz/5.9min",37747.479,62912.465,5473496,2740913.8,12582.493,12582.493,12582.493
"7978/347.3345mz/5.96min",938292.85,1399042.9,1136414.8,1146385,243535.8,740170.9,499874.28
"7982/308.2215mz/5.94min",567627.03,674697.9,351652.25,546883.06,588371,621447.6,502845.47
"7987/193.1699mz/5.96min",630409.6,665473.3,524130.38,554028.7,772199.4,689810.75,595345.9
"7989/389.2657mz/5.97min",233299.835,227466.19,201600.48,303453.72,206706.39,245517.14,239133.48
"7990/349.2732mz/5.97min",593729.65,720268.7,438376.03,706196.9,564590.75,615387.2,572072.1
"7991/258.2425mz/5.95min",177134.534,17518.098,1305.47,6527.35,336750.97,365238.3,355155.84
"7995/367.2452mz/5.98min",37539.18275,134643.33,71487.375,166999.73,664.41836,3590.9905,3322.0918
"7996/255.2316mz/5.98min",734392.37,711947.94,534666,804826.6,711348.5,756836.8,876784.8
"7999/237.2211mz/5.99min",529681.03,520926.16,394515.28,582363.25,509095.1,538435.9,602536.44
"8000/345.3189mz/5.97min",115538.934,192564.89,1233015.2,1497147,38512.978,38512.978,38512.978
"8002/591.3709mz/6.01min",245728.34,352256.3,457947.7,431340.2,96201.32,139200.38,72244.45
"8004/280.2631mz/6.01min",806417.47,838200.7,692506.1,813028,635387.44,799806.94,845281.4
"8005/349.2345mz/6.05min",268796.76,454054.03,498933.16,657194.5,63947.25,71950.72,83539.49
"8009/344.3155mz/6.01min",52771.2075,38582.035,5916405,7198418.5,4932.7758,24663.879,66960.38
"8013/309.2055mz/6.06min",343966.94,478522.03,100670.44,274347.72,491698.7,381822.1,306111.78
"8014/291.195mz/6.04min",216624.255,234900.78,60033.785,198347.73,401052.78,170542.6,248443.06
"8016/686.3654mz/6.07min",121153.56,134838.73,108378.92,151263.69,49299.656,83754.49,133928.2
"8019/346.3311mz/6.04min",4281304.625,145294.28,8270420.5,11879410,29882.158,752621.75,7809987.5
"8020/267.2679mz/6.08min",234803.1,78267.7,78267.7,78267.7,391338.5,421590.2,501283.3
"8021/285.2785mz/6.08min",252422.268,84140.756,84140.756,84140.756,420703.78,454774.1,566065.8
"8022/454.2922mz/6.09min",90458.5205,11652.445,18813.871,3650.5215,178096.47,162103.17,166080.77
"8024/372.3468mz/6.12min",121360.445,343343.66,132394.69,103052.77,110326.2,140276.75,27653.598
"8026/388.3416mz/6.11min",274681.932,845643.44,923994.6,457803.22,91560.644,91560.644,91560.644
"8027/349.2345mz/6.09min",607131.21,1052451.5,1092468.8,1325422.6,116920.14,144698.1,161810.92
"8028/291.2314mz/6.09min",103649.28,268587.53,172748.8,252573.89,34549.76,34549.76,34549.76
"8029/296.258mz/6.17min",594628.8,822393.7,597953,591304.6,324170,655590.06,570209.3
"8030/309.242mz/6.11min",123779.1505,420561.97,237092.23,372702.28,629.18594,3145.9297,10466.071
"8031/286.31mz/6.11min",292428.935,393544.75,243301.12,341556.75,842896.6,141410.61,161315.48
"8034/263.2367mz/6.14min",604921.586,7006.7803,5725.5435,11701.072,1198142.1,1462454.5,1655937
"8037/267.1717mz/6.15min",523712.26,617206.4,438980.84,480535.03,618450.9,559727.8,487696.72
"8038/289.1535mz/6.15min",211015.605,175894.73,229514.16,241099.61,185668.9,192517.05,259929.16
"8040/280.2349mz/6.17min",1670242.35,2229820.5,1906202.5,2433194.8,1072364,1369143.6,1434282.2
"8041/279.2316mz/6.17min",9596279.5,11681954,10003822,12526776,5873408.5,9188737,8667771
"8042/557.4559mz/6.17min",192111.38,348376.47,283171.62,397636.94,60124.086,61430.77,101051.14
"8044/337.2345mz/6.17min",173466.445,203668.81,186890.42,257794.58,122969.58,160042.47,149871
"8046/636.2479mz/6.27min",233814.678,2041369.6,656026.4,356175.84,40457.04,111453.516,41556.613
"8050/370.331mz/6.15min",33677.6202,56129.367,272869.1,591189.44,11225.8734,11225.8734,11225.8734
"8052/450.2877mz/6.19min",310832.675,509328.88,495825.72,504832.56,116112.39,107693,125839.63
"8053/337.332mz/6.19min",138253.416,417133.9,230422.36,522871.1,46084.472,46084.472,46084.472
"8055/313.2733mz/6.19min",195508.90125,3499.5825,699.9165,699.9165,387518.22,436934.12,403161.47
"8058/454.2925mz/6.21min",680870.57,183974.72,195048.03,251180.34,1298223.1,1249655.9,1110560.8
"8059/246.1042mz/6.21min",357887.1,401223.53,377820.3,452529.84,297874.22,312483.12,337953.9
"8061/227.2004mz/6.21min",89211.46,152306.22,156898.52,169488.5,26116.7,18560.146,20772.01
"8063/209.1899mz/6.21min",82966.0725,144199.11,159313.03,174776.48,21733.035,12316.143,19436.314
"8065/431.3112mz/6.22min",380990.325,823205.9,661877.2,1141347.6,78079.37,100103.45,69109.46
"8066/330.3362mz/6.28min",425827.185,884428.94,454489.12,232254.23,518008,397165.25,21237.805
"8067/384.3466mz/6.26min",584403.78,2472540.2,1934929.9,974006.3,194801.26,194801.26,194801.26
"8071/299.2577mz/6.24min",159307.855,251803.16,265361.66,189744.05,110467.12,113880.164,128871.66
"8072/281.2471mz/6.25min",465355.92,744704.8,568303.5,852501.94,318621.9,362408.34,312066.88
"8074/279.2315mz/6.21min",5366663.75,6741214.5,4788835.5,6031379,3688511.8,4863933,5869394.5
"8076/641.2033mz/6.27min",1071325.3,5129336.5,3017903.2,1598067.2,133754.73,544583.4,230218.19
"8078/349.2346mz/6.23min",127027.95,237535.25,305821.22,369698.66,10340.147,9598.918,16520.65
"8079/619.2214mz/6.27min",923245.6,6674083.5,2352769.2,1292600.8,154485.03,553890.4,206918.61
"8085/383.3303mz/6.3min",56504.262,95740.54,109848.24,94173.77,18834.754,18834.754,18834.754
"8087/358.3675mz/6.36min",892151.48,1153810.4,630492.56,205949.75,5840857,3789862,512070.94
"8088/317.2084mz/6.33min",120703.805,30563.77,74507.77,62161.758,271333.84,166899.84,186778.78
"8089/313.2346mz/6.32min",132128.78,120259.58,158918.12,128140.22,122018.42,148229.19,136117.34
"8090/295.2265mz/6.3min",596640.02,659659.56,507146.44,543503.94,792291.4,567465.44,625814.6
"8091/372.3468mz/6.35min",676087.375,2748425.8,1952747.4,1177368.8,55205.13,78703.336,174805.95
"8094/415.3027mz/6.34min",373014.05,463102.5,680620.9,576752,86792.45,282925.6,115850.21
"8096/360.3104mz/6.35min",388608.205,429330.6,372317.56,424042.75,390670.66,386545.75,359873.38
"8098/281.2471mz/6.33min",275795.76,229060.64,134453.33,227058.23,324887,322530.88,346726.72
"8099/263.2367mz/6.38min",289638.8,239578.31,137983.03,250236.44,329041.16,502289.28,363353.62
"8100/452.3215mz/6.37min",179964.45,59988.15,59988.15,59988.15,456622.12,312741.66,299940.75
"8101/351.2503mz/6.38min",160918.776,270218.06,535969.75,687865.6,34635.797,51619.492,21714.994
"8102/457.2768mz/6.37min",146470.23,48823.41,48823.41,48823.41,297157.97,244117.05,389633.8
"8103/384.3467mz/6.32min",49807.824,83013.04,763787.6,2178852.2,16602.608,16602.608,16602.608
"8105/314.3413mz/6.42min",982295.67,1828221.9,925660.44,407520.75,1182631.4,1038930.9,81504.15
"8106/272.2582mz/6.38min",309114.03,55047.062,40159.992,63655.76,554572.3,595934,575984.1
"8107/279.1952mz/6.38min",113629.1835,360138.28,215442.78,275303.22,10555.802,11815.587,2111.1604
"8108/311.2213mz/6.37min",195708.2765,555473.94,354612.03,447494,29378.756,36804.523,16345.511
"8109/333.2033mz/6.38min",206879.0085,383415.3,463926.56,530813.4,18969.94,30342.717,9539.279
"8110/422.4099mz/6.44min",359180.85,622575.56,419467.8,233880.97,535387.7,298893.9,77942.625
"8111/374.3625mz/6.45min",2284769.5,5792271.5,3048807.8,1713069.2,2115531,2454008,296578.22
