"","filter","2024_NEG_CC_1_Run21.mzML","2024_NEG_CC_2_Run48.mzML","2024_NEG_CC_3_Run62.mzML","2024_NEG_CC-AZA_1_Run24.mzML","2024_NEG_CC-AZA_2_Run39.mzML","2024_NEG_CC-AZA_3_Run71.mzML"
"372/100.9337mz/8.38min",831212.05,840325.1,822099,264724.84,1136880.5,1534262.5,804707.7
"373/161.9136mz/8.41min",983572.75,902665.4,1064480.1,1150611.6,881333.9,763625.8,1090653.1
"374/667.4894mz/8.41min",189378.975,140776.92,130336.23,237981.03,243635.55,322295.84,85251.94
"375/186.9706mz/8.4min",672566.85,350417.66,826025.6,486124.03,688647.3,1250290.1,656486.4
"377/683.4851mz/8.42min",162875.545,170900.12,107201.21,205609.45,154850.97,236620.03,119995.97
"378/711.4569mz/8.41min",247462.97,418797.16,289699.66,446058.9,159370.25,85782.51,205226.28
"379/681.4699mz/8.44min",184874.16,231614.94,99343.08,162333.16,207415.16,328394.8,100827.03
"380/665.475mz/8.44min",463482.775,560801,315234.78,430254.75,496710.8,644565.56,273326.44
"381/697.5374mz/8.46min",462445.955,615398.6,346648.7,445378.47,550800.25,479513.44,304659.38
"383/100.9337mz/8.46min",655243.55,599070.4,810787.75,694925.1,471559.3,780727.5,615562
"384/652.5164mz/8.48min",132242.655,184652.77,74929.375,137143.22,141265.52,127342.09,88747.84
"385/669.5064mz/8.49min",1443792.1,1815548.1,840940.1,1372063.6,1627391.5,1515520.6,899517.5
"387/583.433mz/8.51min",510681.78,606330.1,339381.62,489031.56,532332,593001.9,395089.62
"388/665.4749mz/8.49min",122154.71,118517.43,307513.88,90336.664,109513.305,125791.99,268896.72
"389/711.5167mz/8.54min",896550,1094673.4,655353,801634.9,991465.1,1003157.3,684510.06
"390/713.5281mz/8.54min",142387.8175,164139.94,74666.9,112141.17,162171.33,172992.66,122604.305
"393/1035.7314mz/8.59min",1146248.15,1313194.6,372446.47,1203093.2,1232493.2,1089403.1,419689.8
"394/683.5216mz/8.59min",338384.915,432212.72,169439,366309.2,341039.53,335730.3,167365.17
"396/248.8936mz/8.63min",2151423.25,1983966.5,2318880,2358224,1653369.5,1346216.1,2534727.5
"398/695.5218mz/8.62min",590927,1005657.6,577640.75,677596.1,591309.5,590544.5,552981.94
"399/697.5366mz/8.62min",574306.73,706354.06,372323.44,529036.4,710519.3,619577.06,327394.06
"400/250.8917mz/8.66min",1070961.45,1172566.8,1113544.6,1028378.3,707755.7,563206.94,1220852
"401/499.3753mz/8.64min",745795.98,902901,435408.2,756183.06,735408.9,851782.25,461124
"403/667.4904mz/8.67min",46353.2265,42845.32,26995.27,95361.625,42781.9,49861.133,197159.56
"404/655.5634mz/8.68min",4515597.25,5740539.5,2980280.8,4364645.5,4910440.5,4666549,2815740.5
"406/717.5792mz/8.73min",851443.82,1205468.6,883646.2,713159.9,925055.5,819241.44,420770.38
"407/651.4955mz/8.73min",514025.955,607114.94,458840.16,494360.16,539942.1,533691.75,391511.97
"408/711.5161mz/8.74min",246164.385,340811.53,156473.5,209729.77,282599,292954.94,185546.03
"409/245.8948mz/8.74min",5203768.5,6012013,5680209,5271789,5135748,3579810.8,4902264.5
"410/243.8993mz/8.74min",13620060,15627318,14672924,13773033,13467087,9291765,12720903
"411/709.5012mz/8.74min",400659.1,697393.6,222327.19,272709.4,528608.8,663163.56,219517.42
"412/695.5202mz/8.75min",381455.625,571011,218527.86,308606.53,454304.72,495173,182311.27
"413/186.9058mz/8.75min",4885478.5,5738327.5,4949710,4821247,5344269,4423181,4549202
"414/693.5062mz/8.75min",1013991.73,1649538.6,660783.75,785434.06,1242549.4,1323712.6,610475.06
"415/694.5094mz/8.76min",381858.86,697547.75,264723.72,271715.28,492002.44,508153.72,212933.55
"416/221.8746mz/8.76min",3657384.65,3821850.5,4302809.5,3934483.8,3492918.8,2683969.5,3387031.8
"417/223.8723mz/8.76min",2595560.65,2715464.5,3088502.2,2839537,2475656.8,1914937.1,2433959
"418/188.9039mz/8.76min",2165063,2547669.5,2164254.5,2165871.5,2368240,1938738,1972433.6
"419/248.8936mz/8.76min",7034214,7615335.5,8269600.5,5037829,6804559,3567559,7263869
"420/250.8917mz/8.76min",3079741.4,3392488.5,3645007.5,2225919.8,2975781.8,1559690.1,3183701
"421/591.4381mz/8.76min",491329.71,739451.3,464032.3,453577.44,564641.56,518627.12,407995.84
"422/797.5535mz/8.79min",456551.7,625299.4,438320.84,474782.56,529180.44,408670.62,315056.94
"423/751.5852mz/8.83min",120605.8875,179192.11,102876.125,119608.805,152595.12,121602.97,84217.25
"424/697.5376mz/8.82min",2781834.3,3654560.5,1577013.2,2515630.8,3050764.2,3048037.8,1480909.6
"425/735.5533mz/8.86min",251774.05,388489.8,153338.45,221369.4,320536.9,282178.7,168459.27
"427/545.4537mz/8.9min",1641006.95,1887433.6,1087611.9,1925045.2,1790400,1400959.1,1491613.9
"428/683.5218mz/8.92min",312190.975,371122.66,207491.06,395998.4,288965.75,335416.2,228758.66
"431/115.9208mz/8.92min",1018834.5,791375.9,2873669.8,1032670.6,661455.1,1004998.4,3327498.5
"434/607.4695mz/8.96min",559780.845,694066.5,557690.94,561870.75,622245.56,440738.12,454772.44
"435/735.5512mz/8.96min",50855.82,64852.88,19590.271,41078.19,60633.45,68543.77,17993.273
"436/186.9706mz/8.99min",798256.06,800297.25,799944.06,779927.56,796568.06,427229.22,843975
"439/122.9758mz/9.0min",398761.765,470112.53,356743.38,360409.03,460520.06,324508.25,437114.5
"440/180.9812mz/9.01min",344351.7,262951.22,348261.06,366183.97,403515.25,340442.34,314182.6
"441/662.4767mz/9.01min",151692.275,190316.08,193675.34,152641.75,150742.8,48514.64,145820
"442/325.1844mz/9.01min",141644.255,143837.53,159171.53,111838.32,162159.38,118983.73,139450.98
"443/465.2676mz/9.01min",745770.62,799605.2,692886.8,640698.25,832292.7,637851.44,798654.44
"444/311.1687mz/9.01min",224699.395,225288.6,224110.19,196495.12,247323.53,180884.67,258527.77
"445/856.6885mz/9.02min",1155379.53,601245.1,1042322.06,1384980.5,1466408.1,1268437,1028044.06
"446/873.6787mz/9.07min",1148548.575,1609922.9,923472.4,1279657.4,1506652.9,1017439.75,981501
"447/751.5843mz/9.09min",32526.673,46816.63,9553.113,25838.979,63076.418,29745.373,35307.973
"448/621.485mz/9.2min",1733462.5,2462108,1529012.5,1690155.2,2276121,1666547.1,1776769.8
"449/604.495mz/9.21min",973232.75,1165879.9,925126.75,974919.8,1003113.5,971545.7,847689.2
"450/751.5843mz/9.24min",286612.89,417955.16,147468.19,285917.28,426087.78,287308.5,216030.8
"451/573.485mz/9.31min",1496321.15,2120806,1153599.8,1560145.2,1991045,1432497.1,1358475.6
"452/556.4948mz/9.31min",903274.4,1175858.1,760710.94,940245.2,1076480.8,866214.9,866303.6
"453/618.5105mz/9.37min",2219136.5,2906701.2,2199139.5,2239133.5,2362651.5,2147545.8,1722530.1
"454/635.5008mz/9.37min",2221432.85,2906184.5,2225450.5,2079208.9,2864283.2,2217415.2,1921302.8
"455/573.4849mz/9.42min",60787.2275,65062.6,59993.105,72964.734,61581.35,41790.875,49244.586
"456/467.2833mz/9.44min",489632.5,772931.6,285434.88,336049.3,699575.94,485716.72,493548.28
"457/325.1843mz/9.44min",54271.242,101063.88,26891.41,62154.918,80424,38657.12,46387.566
"458/694.6357mz/9.44min",330590.71,10140.275,258956.86,50701.375,402224.56,522432.1,1011787.1
"459/311.1687mz/9.44min",93234.83,211164.33,76428.63,211513.47,110041.03,67225.58,67057.34
"460/711.626mz/9.48min",1204075.22,28689.01,1023639.94,143445.05,1384510.5,1603856.9,1952118.6
"463/662.4769mz/9.51min",153036.935,850454.4,163712.34,142361.53,137545.58,131634.55,210491.66
"464/695.6324mz/9.62min",421586.08,55338.644,276693.22,55338.644,827867.56,566478.94,718734.75
"465/649.5164mz/9.69min",756674.125,1325754.4,539713.06,762257.25,1130090.6,751091,661159.56
"466/632.5262mz/9.7min",956452.925,1273757.9,752782.06,901870.6,1024305.6,1011035.25,758067.44
"467/683.5945mz/9.8min",641204.845,978145.5,422051.44,648173.44,894082.75,634236.25,548122.6
"468/666.6045mz/9.81min",755710.1,1034950.25,551415.06,759469.8,916605.3,751950.4,672728.94
"469/646.5419mz/9.9min",2532941.35,3339945.8,2371206,2447901.5,2885799,2617981.2,2057096.4
"470/663.5321mz/9.9min",1087999.05,1717784.8,989504.7,1046262.3,1425596.4,1129735.8,913453.56
"471/89.0244mz/9.99min",1037586.47,883809.94,843077.56,1156765,918407.94,1166280.5,3239592.8
"472/248.9604mz/10.14min",59774.437,41204.66,112043.47,47797.504,71751.37,35018.113,98249.945
"473/316.948mz/10.15min",21284.083,5503.085,51434.29,7159.04,31175.396,11392.77,38119.51
"474/112.9857mz/10.14min",708280.75,709261.4,1020180.7,590013.9,883505.94,635557.8,707300.1
"475/383.1893mz/10.19min",32233.492,37014.375,29500.152,26903.352,36388.805,29413.076,34966.832
"478/311.1687mz/10.21min",190319.05,215316.81,173285.05,191683.5,197420.22,188954.6,171960.8
"479/144.9235mz/10.21min",1928208.1,1843753.1,1865728.2,1990688,2168577.8,1440212.8,2235362.8
"480/325.1844mz/10.21min",168977.43,181915.69,154833.58,174655.28,197828.03,148979.88,163299.58
"481/132.8679mz/10.21min",160163.685,170056.88,151837.06,147972.39,164697.1,171871.58,155630.27
"482/115.9208mz/10.21min",3585753,3631693,3960577.8,3447992.5,3938107,2510284,3539813
"483/100.9337mz/10.22min",1165316.1,1177540.8,857878.56,1153091.4,863283.75,1345879.8,1219291
"484/116.9209mz/10.22min",412464.04,394905.2,440937.75,161112.22,430022.88,270876.12,432167.47
"485/662.4769mz/10.24min",633594.655,2839854,618691.75,1793104.1,648497.56,454972.62,547947.7
"487/648.4613mz/10.27min",419166.14,1655254.9,359858.78,598411.5,478473.5,257517.69,305647.53
"488/520.9102mz/10.27min",89723.77,97404.24,93001.99,86445.55,78817.51,34808.004,95378.445
"489/716.5239mz/10.32min",467373.63,11906.0352,549673.5,59530.176,535334.2,1524397.8,399413.06
"490/588.8978mz/10.27min",60228.174,69614.266,68378.39,47522.773,61635.953,16979.46,58820.395
"491/112.9857mz/10.28min",2453092.6,2314974.2,2167654.2,2916501.5,2298860,2591211,3131050
"492/452.9226mz/10.28min",156680.71,170887.42,159320.69,149829.62,154040.73,62603.613,162150.12
"493/248.9604mz/10.28min",379338.89,391951.1,395372.56,352088.6,376166.06,184135.88,382511.72
"494/316.9479mz/10.28min",335356.81,350349.56,344075.06,326094.44,326638.56,151951.83,345310.56
"495/384.9351mz/10.28min",200297.6,214829.25,201405.95,186446.88,199189.25,75577.51,219447.92
"496/742.5394mz/10.28min",452244.94,10062.6132,500408.16,50313.066,1860970,404081.72,1305160.9
"497/661.4648mz/10.29min",66446.95,338493.34,75774.53,143267.97,57119.37,4973.095,24865.475
"498/674.4017mz/10.28min",360617.78,647736.8,324789.34,448522.8,396446.22,273111.03,275840.22
"500/180.973mz/10.27min",95635.58,104904.79,106157.85,94659.36,94906.88,58986.336,96364.28
"501/744.5519mz/10.33min",66307.495,3832.076,19160.38,3832.076,113454.61,1306251.4,163655.66
"502/606.4143mz/10.29min",2295376.85,4827875,2085172.5,3214635,2505581.2,2004392.6,1766761.6
"503/660.4613mz/10.29min",390240.01,1012343.6,355051.9,634573.6,425428.12,117475.76,308302.03
"504/116.9286mz/10.36min",1472439.3,1521580,1446841,1409579.6,1570950.6,988630.1,1498037.6
"505/694.4678mz/10.37min",63569.3915,204268.67,58941.043,116028.77,68197.74,4515.7292,22578.646
"507/750.5291mz/10.4min",90972.78,17244.126,95724.93,17244.126,164109.55,1848150,86220.63
"508/634.4455mz/10.38min",259815.25,420758.97,172590.28,318992.8,200637.7,540841.06,143084.11
"509/132.8679mz/10.47min",687697.55,690288.9,616797.6,668216.25,1107847.9,1169088,685106.2
"510/160.842mz/10.47min",301701.5,307263.28,257094.9,296139.72,344290.44,329044.7,268882.97
"511/162.8391mz/10.47min",307421.78,309871.12,258142.45,304972.44,354462.22,328169.28,267388.8
"512/255.8222mz/10.48min",297343.535,269882.94,294965.47,309278.66,299721.6,217025.34,303807.34
"513/257.8192mz/10.48min",286305.24,259929.69,290398.2,300644.62,282212.28,221511.64,306270.56
"514/195.8109mz/10.48min",461983.95,405695.72,416430.03,462736.62,488646.84,461231.28,507653.3
"515/197.808mz/10.48min",603649.32,551406.5,526991.1,618042.7,642948.5,589255.94,650403
"516/187.861mz/10.49min",814640.3,808752.9,723687.06,820527.7,923349.56,943639.56,759095.06
"517/189.858mz/10.49min",416294.465,353458.25,395141.28,429215.4,542543.8,596032.25,403373.53
"518/216.8768mz/10.52min",664955.97,750248.9,542881.75,579799.5,750112.44,913807.4,571992.2
"519/214.88mz/10.52min",2455422.5,2492331,2240876,2418514,2636386.8,3035143,2302751.5
"520/243.8993mz/10.52min",6775799,6564409.5,6553610,6755751.5,6969035,7655244.5,6795846.5
"521/245.8948mz/10.52min",2531619.75,2501359,2501461.5,2476471,2629906.8,2937447.2,2561778
"523/241.899mz/10.54min",4852632.25,5041547,4663717.5,4596702,5147601,6284843.5,4579208.5
"524/195.906mz/10.55min",727377.45,741965.9,718314.7,604771.9,736440.2,869312.8,423202.2
"525/163.9861mz/10.59min",2013342,1919530.4,1949330.1,2262011.5,2077353.9,1757440.1,2151019.8
"526/328.9796mz/10.59min",472399.35,548118.2,442171.1,457513.5,487285.2,400000.22,543012
"528/96.9601mz/10.62min",2495491.35,8978525,1250562,2508854.2,2482128.5,2471246.8,2527710.8
"530/560.9991mz/10.61min",72367.6325,90768.02,69895.4,65125.71,95894.04,70749.71,73985.555
"531/255.8221mz/10.63min",71195.851,36575.13,60793.812,135194.53,81597.89,24455.1,102342.33
"532/221.8746mz/10.63min",73920.576,57027.152,30818.73,130703.72,88690.695,59150.457,145469.84
