"","filter","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-6MSAS_1_Run92.mzML","2024_NEG_Y-6MSAS_2_Run109.mzML","2024_NEG_Y-6MSAS_3_Run136.mzML"
"440/115.9208mz/7.84min",2157217.35,2061448.5,1938771.2,2443409.5,2252986.2,5826866.5,1963210.8
"441/144.9235mz/7.85min",1441683.1,2226930.2,1481279.8,1402086.4,1274129.4,1739628.5,1081631.2
"443/620.1041mz/7.88min",208091.15,278629.4,213125.02,66658.55,203057.28,251836.11,155729.03
"444/513.0637mz/7.88min",286508.62,233326.53,390487.47,174052.64,389931.06,278531.34,294485.9
"445/557.1084mz/7.88min",480443.685,370389.78,611533.9,282995.03,658428.06,463843.12,497044.25
"446/485.0688mz/7.88min",962598.63,776480.56,1228509.4,555348.1,1288355.5,946332.2,978865.06
"447/603.1141mz/7.88min",380065.78,315187.5,522505.2,216238,520857.22,372773.9,387357.66
"449/100.9337mz/7.94min",724425.07,381411.9,1072795.1,652849.2,796000.94,2783069.5,572426
"451/161.9136mz/7.93min",305291.475,474334.8,224005.78,208435.12,303825.75,535424.44,306757.2
"452/186.9706mz/7.94min",192559.77,149128.28,245474.12,176463.62,236198.47,193272.23,191847.31
"453/381.1736mz/7.94min",68695.22,493932.72,58877.254,60497.83,76892.61,147715.92,55717.45
"454/115.9208mz/7.94min",1651831.85,2352779.5,1588231.2,2104493.5,1567741.5,1552532.8,1715432.5
"455/134.8947mz/7.94min",1050858.35,1670277.4,632510.6,1082014,1019702.7,1248183.1,835866.44
"456/144.9235mz/7.96min",2794331.35,2729978.5,1176081.8,1021217.5,2858684.2,5471284,3287675.5
"457/805.4884mz/8.04min",41865.282,13955.094,13955.094,700105.25,1573007.1,13955.094,69775.47
"458/732.4824mz/8.05min",248277.504,82759.168,82759.168,875658.56,2621980,82759.168,413795.84
"459/100.9337mz/8.07min",644498.57,1167684.6,477862.25,485824.72,672985.2,1395100.6,616011.94
"461/804.5759mz/8.09min",861369.17,142599.488,3107257.5,712997.44,142599.488,3141157.8,1009740.9
"462/100.9337mz/8.13min",670945.3,3975952.5,668905.4,479332.1,672985.2,755849.25,493750.62
"463/144.9235mz/8.13min",1753894,9539415,1734851.9,1555028.6,1639078.8,1919215.6,1772936.1
"464/833.5191mz/8.09min",41759.596,41759.596,41759.596,208797.98,41759.596,373437.75,41759.596
"465/115.9208mz/8.14min",2185674.6,15589761,2897094.8,2434756,1936593.2,1616000.6,1532483.8
"466/660.4612mz/8.14min",573571.75,945541.7,538791.6,506867.7,571738.75,823283.5,575404.75
"467/100.9337mz/8.24min",829961.8,1087178.4,1006923.8,450149.7,178063.17,652999.8,1289707.1
"468/754.464mz/8.24min",82192.26,198487.38,77365.33,34776.16,87019.19,158022.34,65526.055
"469/100.9337mz/8.27min",1355317.7,1417400,2047086.9,666276.5,559365.5,1293235.4,2190280.5
"470/686.4768mz/8.27min",6127532.75,6603793,6302232,5540009,5409409.5,6470340,5952833.5
"472/134.8947mz/8.28min",1315064,3362314.5,1365443.9,991368.3,350950.53,1264684.1,1693521.4
"473/144.9235mz/8.27min",2364970.3,2788523.2,2883870.5,2872249.8,1449433.1,1941417.4,1856170.8
"474/161.9136mz/8.29min",182654.835,1077415.6,196865.73,144753.62,51041.34,168443.94,257839.84
"475/115.9208mz/8.28min",1988932.95,1783379.1,10993412,2740897.8,1778126.5,1957759.8,2020106.1
"476/749.4724mz/8.36min",748209.705,2876658.5,1986049.9,496903.16,128792.11,395864.53,999516.25
"479/161.9136mz/8.41min",433350.38,691550.6,425187.38,125479.01,119171.336,457640.47,441513.38
"480/186.9706mz/8.41min",551867,1899462.2,553320.6,488940.22,444058.47,625021.1,550413.4
"481/132.8679mz/8.46min",112614.69,75139.33,142024.44,156024.1,60980.52,166771.84,83204.94
"482/144.9235mz/8.42min",1810075.7,2331105,1792110.6,1171282,1531483.4,1935543.8,1828040.8
"483/134.8947mz/8.41min",1347448.8,2330416,1374920.5,583123.6,511192.84,1501671.9,1319977.1
"484/115.9207mz/8.46min",2749693.4,2218319.2,3052021.8,2199949,4712235.5,2447365,3151339.5
"485/489.2773mz/8.46min",45455.904,45455.904,45455.904,459246.28,227279.52,45455.904,45455.904
"486/100.9337mz/8.43min",685550.2,371033.4,313244.03,874049.56,497050.84,2409849,1167850.5
"487/793.535mz/8.53min",162184.52,162184.52,162184.52,810922.6,2783106.5,162184.52,162184.52
"489/100.9337mz/8.54min",571931.47,259101.08,313244.03,452373.84,894719.2,750179.75,691489.1
"490/489.2775mz/8.64min",253810.07,193800.17,260265.17,313777.22,278604.28,247354.97,154561.2
"491/243.8993mz/8.7min",1816204.5,9907516,1905565.6,106486.266,384420.8,1972514.4,1726843.4
"492/245.8948mz/8.69min",678132.22,3817627.5,718980.5,22149.389,110746.945,761926.2,637283.94
"494/223.8723mz/8.73min",1596960.85,2969693.2,1565024.5,222510.9,222650.22,1681001.9,1628897.2
"495/186.9057mz/8.74min",2509577.75,4199124,2605403,570348.25,1591225,2683262.5,2413752.5
"496/221.8746mz/8.74min",2224840.7,4116407.2,2206743.2,316365.06,363810.9,2339982.2,2242938.2
"497/248.8936mz/8.73min",2454838.1,7127003,2598794,29714.27,397412.7,2716788.2,2310882.2
"498/188.9039mz/8.74min",602435.83,1836061.1,638194.56,307394,379309.97,659581.6,566677.1
"499/146.9659mz/8.78min",6660552.75,8647813,6455144.5,2955383,3090224,6939497.5,6865961
"500/100.9337mz/8.83min",514392.47,557022.94,471762,2992499.5,2205582.2,407864.38,163653.44
"501/115.9208mz/8.82min",1525539,1088393.5,4090532,1962684.5,4203057,963072,361493.3
"502/250.8917mz/8.75min",402091.19,3164954.8,437111.88,7862.05,81975.8,453136.3,367070.5
"503/89.0244mz/8.98min",1563489.45,623249.25,1553249.5,1799351.2,1573729.4,812377.2,1679256.5
"504/186.9706mz/8.94min",105030.075,469572.8,94405.53,9125.249,27745.086,136342.56,115654.62
"505/146.9659mz/9.01min",785167.075,1252229.8,693242.25,529836.2,614125.44,930241,877091.9
"506/325.1844mz/9.02min",209018.55,407907.78,153982.66,66758.04,97597.6,264054.44,321269.56
"507/311.1687mz/9.02min",441184.265,458654.62,474588.28,151949.39,436794.78,425797.28,445573.75
"508/686.4768mz/9.03min",106651.015,203047.94,139345.5,58732.035,55515.883,128255.5,85046.53
"510/544.4161mz/9.14min",975585.25,1027976.94,1218720.8,909649.75,812633.1,1297779,923193.56
"511/544.4161mz/9.3min",27364.6845,30645.332,34050.973,21854.69,20147.246,39121.56,24084.037
"512/411.3841mz/9.38min",880809.125,905600.5,1134214.9,698695.9,925744.94,623552.3,856017.75
"513/89.0244mz/9.82min",3629200.95,5976888,1281513.9,1253072,6323171.5,6257172.5,1214233.1
"514/89.0244mz/9.97min",3701419.75,1256348.4,6460971.5,6124960.5,1277879,1248302.2,6444865
"515/100.9337mz/10.22min",1046959.8,1448070.4,333885.62,587081.5,1318946.8,1409060.2,774972.8
"516/132.8679mz/10.21min",164654.915,221110.73,166446.5,162863.33,107948,101548.42,179526.66
"517/144.9235mz/10.21min",2076747.25,2468152.5,2186462,1817820.1,1431143.4,1967032.5,2221179.5
"518/115.9208mz/10.22min",3784693.15,4106015,3961647.5,3673958.8,2286409.8,3284613.2,3895427.5
"519/325.1844mz/10.23min",99557.772,95049.414,90886.95,127244.08,58181.66,113416.87,104066.13
"520/311.1687mz/10.23min",149673.985,76688.695,157923.16,190894.34,100991.77,151113.11,148234.86
"526/807.5031mz/10.26min",1164263.381,9909.1124,49545.562,3862098.2,9909.1124,4000878,2278981.2
"527/833.5188mz/10.26min",317911.2775,14643.411,73217.055,1453205.1,14643.411,562605.5,958742.5
"528/805.4876mz/10.26min",209988.282,69996.094,69996.094,349980.47,2167293.2,69996.094,375448.72
"529/835.5345mz/10.27min",2516868.25,4902.1054,5299835,5535818.5,24510.527,1090206,3943530.5
"530/863.5656mz/10.26min",845362.35,97510.32,2464543,487551.6,97510.32,2643440.5,1203173.1
"531/686.4768mz/10.27min",2218625.7,6916424,1770916.9,1378323.1,1508088.6,3473005,2666334.5
"532/754.4636mz/10.28min",269860.575,966270,277298.9,66188.42,182607.1,262422.25,338769
"533/776.5451mz/10.32min",406882.5,406882.5,406882.5,2034412.5,4992803,406882.5,406882.5
"534/112.9857mz/10.28min",3308489.4,3818942.2,3771856,1897721.2,1596745.4,3123076.8,3493902
"535/758.498mz/10.32min",56491.716,18830.572,18830.572,815347.06,727681.5,18830.572,94152.86
"536/732.4824mz/10.32min",196338.282,65446.094,65446.094,721234.5,4058419,65446.094,327230.47
"537/100.9337mz/10.27min",334635.75,1128499,223536.67,345047.38,293448,520939.06,324224.12
"538/116.9286mz/10.36min",1556769.6,1693864.1,1620666.6,1367544.5,1080496.1,1555229,1558310.2
"539/760.5135mz/10.43min",668541.1,108291.5,1432875.1,795624.7,108291.5,2214574,541457.5
"540/804.5759mz/10.42min",1215238.65,232372.88,2253293,1161864.4,232372.88,2678913,1268612.9
"541/776.545mz/10.4min",1004738.94,334912.98,334912.98,5069826,2904317.5,334912.98,1674564.9
"542/802.5606mz/10.4min",396819.75,132273.25,132273.25,883071.44,3882337,132273.25,661366.25
"543/160.842mz/10.44min",274097.545,282082.25,287790.3,161181.33,211292.75,304327.12,266112.84
"544/162.839mz/10.44min",273593.905,279924.75,285779.9,159814.95,212267.69,303032.8,267263.06
"545/195.8109mz/10.44min",381668.81,374551.5,424620.7,352871.8,255563.62,388786.12,583430.44
"546/197.8079mz/10.44min",499533.785,503374.1,589876.94,304198.44,328984.53,495693.47,758999.8
"547/255.8221mz/10.44min",256789.135,326901.88,294749.56,24761.066,68994.91,281370.72,232207.55
"549/187.861mz/10.48min",425287.595,454903.53,941019,289349.16,395671.66,984854.3,383248.75
"550/243.8993mz/10.49min",8077122.5,7453913,8137977,7319117,8651031,8072455,8081790
"551/245.8948mz/10.49min",3100605.75,2530920.2,3125082,2783030.5,3117774.5,3144079.2,3083437
"552/132.8679mz/10.48min",1055737.4,846102,402300.03,1317733,1401772.1,1265372.8,238070.4
"553/241.899mz/10.51min",4568962.5,4835767.5,4514197,4094301.8,5012511,4623728,3929864.2
"554/214.88mz/10.52min",2885620.3,2486789.5,2710750.2,3068332.2,3317530.2,2795882.8,2975357.8
"555/195.906mz/10.52min",364140.86,560320,391354.66,336927.06,718441.5,279778.03,169840.02
"558/328.9796mz/10.55min",230004.33,277631.22,225123.66,212243.66,227819.61,274913.28,232189.05
"562/128.0353mz/10.62min",2818530.85,2201193,2937577.5,3250581.8,3011837.2,2699484.2,2549571.5
"563/96.9601mz/10.62min",6090715.75,8486505,3694926.5,8677302,2665016.5,8527320,2617984.5
