"","filter","2024_NEG_CC_1_Run21.mzML","2024_NEG_CC_2_Run48.mzML","2024_NEG_CC_3_Run62.mzML","2024_NEG_CC-NaB_1_Run30.mzML","2024_NEG_CC-NaB_2_Run51.mzML","2024_NEG_CC-NaB_3_Run57.mzML"
"360/100.9337mz/8.31min",1399159.25,1122458.5,916052.5,1675860,1999759.9,2149795.8,1046975.8
"361/667.4906mz/8.28min",948371.55,1188587.5,913566.8,966859.6,968671.2,929883.5,724158.2
"363/648.4606mz/8.39min",327802,443367.1,327589.84,405531.06,319227.94,328014.16,110355.5
"364/100.9337mz/8.36min",797932.7,840325.1,822099,264724.84,588633.2,1155003.9,773766.4
"366/134.8947mz/8.4min",2001552.7,1913497.9,1840936.1,2364712.2,2021645.6,1981459.8,2072384.4
"367/186.9706mz/8.4min",664268.66,350417.66,826025.6,486124.03,1127420.2,1212514.1,502511.72
"368/161.9136mz/8.41min",1072246.55,902665.4,1064480.1,1150611.6,1061684.8,1080013,1164573.4
"369/667.4894mz/8.41min",149825.68,140776.92,130336.23,237981.03,175306,158874.44,64717.836
"370/683.4852mz/8.41min",121140.65,170900.12,107201.21,205609.45,112245.32,130035.98,87855.57
"371/711.457mz/8.42min",256934.745,418797.16,289699.66,446058.9,224169.83,198829.66,153068.94
"372/665.4749mz/8.44min",374132.8,560801,315234.78,430254.75,368651.5,379614.1,276643.84
"373/697.5374mz/8.46min",394825.045,615398.6,346648.7,445378.47,400671.34,388978.75,348973.4
"375/100.9337mz/8.45min",646997.75,599070.4,810787.75,694925.1,449063.53,584356,848350.3
"376/652.5163mz/8.48min",100967.56,184652.77,74929.375,137143.22,97541.13,99572.89,102362.23
"377/669.5063mz/8.48min",1065125.3,1815548.1,840940.1,1372063.6,1056223.6,1074027,848533.56
"379/583.433mz/8.51min",405050.385,606330.1,339381.62,489031.56,404175.8,405924.97,316859.66
"380/665.4748mz/8.47min",192286.295,118517.43,307513.88,90336.664,357539.3,75410.91,266055.16
"381/711.5167mz/8.54min",665376.5,1094673.4,655353,801634.9,675400,654882.6,578226.5
"383/1035.7314mz/8.59min",744630.925,1313194.6,372446.47,1203093.2,734616.3,750637.1,738624.75
"384/683.5216mz/8.58min",188190.79,432212.72,169439,366309.2,206942.58,82203.53,123789.14
"386/248.8936mz/8.65min",2313180,1983966.5,2268136,2358224,2214842,2559480,3476837.5
"387/250.8917mz/8.66min",1007605.775,900798,1136388.5,1028378.3,859091.4,986833.25,1536134.4
"389/695.5218mz/8.62min",602329.225,1005657.6,577640.75,677596.1,458776.5,627017.7,332970.72
"390/697.5366mz/8.62min",442873.11,706354.06,372323.44,529036.4,455002,430744.22,325296.9
"391/499.3753mz/8.64min",478947.69,902901,435408.2,756183.06,462579.88,495315.5,353122.25
"395/655.5634mz/8.68min",2912833.5,5740539.5,2980280.8,4364645.5,2754349.8,2845386.2,2254731.8
"397/717.5791mz/8.72min",679405.48,1205468.6,883646.2,713159.9,645651.06,244409.92,320607.8
"398/651.4955mz/8.73min",446685.83,607114.94,458840.16,494360.16,434531.5,352277.97,332344.5
"399/245.8948mz/8.73min",5846111,6012013,5680209,5271789,6098765,5240153.5,7395647
"400/243.8993mz/8.74min",15150121,15627318,14672924,13773033,15770487,13668284,19228128
"401/711.5162mz/8.74min",167921.47,340811.53,156473.5,209729.77,154249.2,179369.44,134978.62
"402/709.5012mz/8.74min",228312.18,697393.6,222327.19,272709.4,221727.27,234297.17,169295.05
"403/186.9058mz/8.75min",5291165.25,5738327.5,4949710,4821247,5674587.5,4797910,5632620.5
"404/188.9039mz/8.75min",2306033.25,2547669.5,2164254.5,2165871.5,2499414.8,2101942.5,2446195
"405/695.5203mz/8.75min",246791.72,571011,218527.86,308606.53,249651.3,243932.14,173420.61
"406/693.5062mz/8.75min",675968.1,1649538.6,660783.75,785434.06,691007.5,660928.7,529340.94
"407/221.8746mz/8.74min",3958748,3821850.5,4302809.5,3934483.8,3983012.2,3814825.8,4878125.5
"408/694.5094mz/8.75min",265891.56,697547.75,264723.72,271715.28,267059.4,249291.8,191641.67
"409/223.8723mz/8.76min",2848646.5,2715464.5,3088502.2,2839537,2857756,2762840.2,3557516.8
"410/248.8936mz/8.76min",7942468,7615335.5,8269600.5,5037829,8491283,7462098.5,10104040
"411/250.8917mz/8.76min",3518748,3392488.5,3645007.5,2225919.8,3762314.2,3307865.5,4504685
"412/591.4381mz/8.77min",458804.87,739451.3,464032.3,453577.44,504416.56,356279.84,394415.06
"413/797.5535mz/8.79min",434054.545,625299.4,438320.84,474782.56,429788.25,260561.5,366985.28
"414/697.5376mz/8.82min",1861436.8,3654560.5,1577013.2,2515630.8,1919821.2,1803052.4,1440119.2
"415/751.5851mz/8.82min",105458.1275,179192.11,102876.125,119608.805,108040.13,95068.63,83101.53
"416/735.5533mz/8.86min",203080.52,388489.8,153338.45,221369.4,228389.28,184791.64,155959.73
"418/545.4537mz/8.9min",1105399.9,1887433.6,1087611.9,1925045.2,1123187.9,1007418.06,904502
"421/683.5218mz/8.92min",204723,371122.66,207491.06,395998.4,198554.95,201954.94,150499.05
"422/115.9208mz/8.92min",2022146.7,791375.9,2873669.8,1032670.6,3437819.8,2916612.5,1170623.6
"424/607.4695mz/8.96min",552120.32,694066.5,557690.94,561870.75,546549.7,336523.88,398159.97
"425/735.5505mz/8.96min",29609.8425,64852.88,19590.271,41078.19,39629.414,16521.709,18027.98
"426/186.9706mz/8.99min",797157.08,800297.25,799944.06,779927.56,838916.06,736141,794370.1
"428/122.9758mz/9.0min",415710.455,470112.53,360871.94,360409.03,573260.94,380921.25,450499.66
"429/180.9812mz/9.01min",354021.125,262951.22,348261.06,366183.97,411414.75,349301.28,358740.97
"430/662.4767mz/9.01min",138892.64,190316.08,193675.34,152641.75,94420.3,125143.53,81791.836
"431/465.2676mz/9.01min",729574.375,799605.2,692886.8,640698.25,891237.1,700579.5,758569.25
"432/325.1844mz/9.01min",155654.615,143837.53,159171.53,111838.32,203810.25,152137.7,171706.36
"433/311.1687mz/9.01min",235232.45,225288.6,224110.19,196495.12,352391.4,245176.3,273602.9
"434/856.6885mz/9.02min",989273.905,601245.1,1042322.06,1384980.5,1212784.4,936225.75,285930.53
"435/873.6787mz/9.07min",1166774.7,1609922.9,923472.4,1279657.4,1304004,862919.6,1053892
"437/751.5843mz/9.07min",29087.3095,46816.63,9553.113,25838.979,32335.64,40160.902,21814.863
"438/621.485mz/9.21min",1648091.7,2462108,1529012.5,1690155.2,2127412,1423476.6,1606028.2
"439/604.495mz/9.21min",927034.975,1165879.9,925126.75,974919.8,928943.2,811225.8,863778.8
"440/751.5843mz/9.24min",212665.71,417955.16,147468.19,285917.28,217121.17,208210.25,133183.31
"441/573.485mz/9.31min",1275917.95,2120806,1153599.8,1560145.2,1398236.1,1144635.5,1028610.9
"442/556.4948mz/9.31min",805760.5,1175858.1,760710.94,940245.2,850810.06,721275.3,653207.8
"443/618.5105mz/9.36min",2118708.3,2906701.2,2199139.5,2239133.5,2038277.1,1631166,1809975.2
"444/635.5008mz/9.37min",2152329.7,2906184.5,2225450.5,2079208.9,2469940.8,1732629.9,2017171.2
"445/573.4849mz/9.42min",61426.9935,65062.6,59993.105,72964.734,61800.207,59203.508,61053.78
"446/501.3545mz/9.42min",42166.5125,66738.61,44429.785,48119.17,39903.24,31491.129,36397.89
"447/467.2833mz/9.44min",378717.29,772931.6,285434.88,336049.3,570572.6,421385.28,231059.22
"448/325.1843mz/9.44min",54959.3065,101063.88,26891.41,62154.918,47763.695,80224.83,37588.086
"449/311.1687mz/9.44min",140308.39,211164.33,76428.63,211513.47,142879.05,58941.8,137737.73
"450/711.6259mz/9.47min",592706.44,28689.01,1023639.94,143445.05,1766658.5,1175590.8,161772.94
"451/662.4768mz/9.51min",163683.795,850454.4,120076.7,142361.53,60862.004,185006.06,188333.14
"454/649.5164mz/9.69min",661389.405,1325754.4,539713.06,762257.25,870495.7,536884.8,560521.56
"455/632.5262mz/9.69min",827788.3,1273757.9,752782.06,901870.6,921501.1,715434.1,753706
"456/683.5945mz/9.8min",520618.225,978145.5,422051.44,648173.44,585074.2,456162.25,396270.5
"457/666.6045mz/9.81min",626026.75,1034950.25,551415.06,759469.8,676248.5,575805,512169.2
"458/646.5419mz/9.9min",2409553.75,3339945.8,2371206,2447901.5,2514394.5,1828386.6,2007395.8
"459/663.5321mz/9.9min",1017883.5,1717784.8,989504.7,1046262.3,1293983.6,758822.75,875016.44
"460/89.0244mz/10.0min",1046321.05,916433.9,892748,1156765,3672272.5,1298313.5,935877.1
"461/248.9604mz/10.14min",95363.335,41204.66,112043.47,47797.504,98211.39,92515.28,110938.414
"462/316.948mz/10.15min",44841.15,5503.085,51434.29,7159.04,77543.3,38248.01,78313.43
"463/112.9857mz/10.14min",717501.45,709261.4,1020180.7,621565.06,725741.5,935303.8,687913.75
"465/115.9208mz/10.2min",3796135.4,3631693,3960577.8,3447992.5,4389820,3601737.5,4018732
"466/116.9209mz/10.21min",417921.475,394905.2,440937.75,161112.22,480072.84,390198.84,454910.94
"467/311.1687mz/10.21min",191273.86,215316.81,173285.05,191683.5,192718.88,172398.94,190864.22
"468/325.1844mz/10.21min",163303.77,181915.69,154833.58,174655.28,158964.73,119023.24,167642.81
"469/144.9235mz/10.21min",2076799.1,1824707.4,1938347,1990688,2363016.5,2162910.2,2305986.2
"470/132.8679mz/10.21min",164055.5,170056.88,151837.06,147972.39,170398.97,158054.12,195195.86
"471/100.9337mz/10.22min",1165316.1,1177540.8,857878.56,1153091.4,1957545.4,807217.25,1299457.6
"472/662.4769mz/10.24min",558764.3,2839854,600198.94,1793104.1,405542.12,189309.84,517329.66
"473/747.5186mz/10.25min",167084.925,24597.024,122985.12,311949.06,24597.024,630676.94,211184.73
"475/648.4613mz/10.26min",320645.125,1655254.9,359858.78,598411.5,281431.47,244647.72,259905.38
"476/520.9102mz/10.27min",95203.115,97404.24,93001.99,86445.55,109134.2,84826.15,127418.83
"477/112.9857mz/10.27min",2615737.85,2314974.2,2167654.2,2916501.5,3362506.5,2165145.2,3124404.8
"478/316.9479mz/10.27min",347212.31,350349.56,344075.06,326094.44,376522.6,319375.97,423607.03
"479/588.8978mz/10.27min",67347.578,69614.266,68378.39,47522.773,66316.766,47945.336,87637.26
"480/180.973mz/10.27min",105531.32,104904.79,106157.85,94659.36,124597.14,101247.01,119764.46
"482/452.9226mz/10.28min",165104.055,170887.42,159320.69,149829.62,178384.7,138238.72,203086.92
"483/248.9604mz/10.28min",393661.83,391951.1,395372.56,352088.6,411613.16,366989.38,461966.38
"484/716.5237mz/10.29min",142004.478,1089.5832,549673.5,59530.176,390614.2,224478.78,5447.916
"485/384.9351mz/10.28min",208117.6,214829.25,201405.95,186446.88,228461.61,177932.94,250811.03
"486/742.5394mz/10.28min",247463.613,10062.6132,500408.16,50313.066,444614.16,957187.94,10062.6132
"488/661.4647mz/10.32min",46452.9115,338493.34,75774.53,143267.97,983.2999,4916.4995,17131.293
"489/674.4017mz/10.28min",284069.185,647736.8,324789.34,448522.8,207061.88,243349.03,167672.92
"490/660.4613mz/10.29min",317183.87,1012343.6,355051.9,634573.6,182310.34,250610,279315.84
"491/606.4144mz/10.29min",1857591.7,4827875,2085172.5,3214635,1376283.9,1630010.9,1505513.1
"492/744.554mz/10.32min",133516.94,3832.076,19160.38,3832.076,2141569.5,247873.5,712052.25
"493/694.4682mz/10.37min",32143.9468,204268.67,58941.043,116028.77,1069.37012,1069.37012,5346.8506
"494/116.9286mz/10.36min",1460144.9,1521580,1446841,1409579.6,1599636.9,1473448.8,1413725.9
"495/634.4455mz/10.35min",269015.88,668663.6,265387.6,417325.56,38151.49,123023.37,272644.16
"497/132.8679mz/10.47min",679252.575,690288.9,616797.6,668216.25,728482.06,656661.44,775301
"498/160.842mz/10.47min",287724.03,307263.28,257094.9,296139.72,316386.7,271807.7,279308.34
"499/162.839mz/10.47min",291852.92,309871.12,258142.45,304972.44,305003,272077.72,278733.4
"500/255.8222mz/10.47min",290248.89,269882.94,294965.47,309278.66,287206.06,293291.72,280522.94
"501/257.8192mz/10.48min",285636.67,259929.69,290398.2,300644.62,284901.78,279499.25,286371.56
"502/195.8109mz/10.48min",427828.595,405695.72,416430.03,462736.62,439227.16,440106.44,394128.8
"503/197.808mz/10.48min",563982.625,551406.5,526991.1,618042.7,588047.1,576558.75,515907.12
"504/187.861mz/10.49min",766219.98,808752.9,723687.06,820527.7,852276.75,692895.56,710620.6
"505/189.858mz/10.49min",395038.59,353458.25,395141.28,415312,514070.4,394935.9,346942.4
"506/214.88mz/10.52min",2357344.5,2492331,2240876,2418514,2526983,2172729.8,2296175
"507/216.8768mz/10.52min",578183.02,750248.9,564068.44,602045.94,592297.6,545020.4,547641
"508/245.8948mz/10.52min",2501398.1,2501359,2501461.5,2476471,2690319.8,2501437.2,2323465.2
"509/243.8993mz/10.52min",6579467.25,6564409.5,6553610,6755751.5,6977267.5,6594525,5986536
"510/241.899mz/10.53min",4630209.75,5041547,4663717.5,4596702,4985676,4327494.5,4516424.5
"512/195.906mz/10.54min",617285.23,741965.9,718314.7,611721.9,622848.56,588925.4,457645.12
"513/328.9796mz/10.59min",473558.205,548118.2,442171.1,457513.5,462668.03,484448.38,495957
"517/560.9991mz/10.61min",72486.185,90768.02,69895.4,65125.71,77925.7,65727.445,75076.97
"518/96.9601mz/10.61min",5406884.85,8978525,1206118.5,2462330.2,8801987,8351439.5,2462305.5
"520/255.8221mz/10.63min",78821.181,36575.13,60793.812,135194.53,96848.55,41726.6,99106.445
